name,pophoh,poptotl,popownr,poprntr,mhhinc,mhhinco,mhhincr,pophohm,popttlm,popwnrm,pprntrm,mhhincmo,mhhincom,mhhncrm,geoid,poptot,pophis,popnhis,popnh1r,popwhit,popblck,popamnd,popasin,poppacl,popth1r,ppnhs2r,bct2020,geometry,in_census,nun_res,nun_rs,nun_nycha,fzr20_100y,fzr50_100y,fzr50_500y,ncondo,ncoop,nsfh,nmfh,nuncondo,nuncoop,nunsfh,nunmfh,nres_bf1960,nres_60t79,nres_80t99,nres_2000af,nun_bf1960,nun_60t79,nun_80t99,nun_2000af,nunbf60sfh,nun60t79sfh,nun80t99sfh,nun00afsfh,nunbf60mfh,nun60t79mfh,nun80t99mfh,nun00afmfh,fp_cat,in_mp
"Census Tract 928, Queens County, New York",1204,3731,3190,541,152543,161875,120893,153,646,709,322,36099,51000,105415,36081092800,3204,170,3034,2976,2911,3,1,36,0,25,58,4092800,"list(list(c(-73.859815, -73.856496, -73.855673, -73.854849, -73.856839, -73.859492, -73.854937, -73.85219, -73.852161, -73.849908, -73.848809, -73.847645, -73.8470497674191, -73.8488319982108, -73.8528495233987, -73.8530094172384, -73.8570428287102, -73.858393, -73.85891, -73.859815, 40.574212, 40.575325, 40.575602, 40.575878, 40.579257, 40.583938, 40.585974, 40.581547, 40.581446, 40.577536, 40.575636, 40.573612, 40.572794242008, 40.5721729792111, 40.5707725214552, 40.5707167845133, 40.5693107890027, 
40.571695, 40.572579, 40.574212)))",1,1403,12,0,1,1,1,0,0,683,329,0,0,683,709,939,34,8,31,1308,40,10,34,620,29,6,28,688,11,4,6,2020_100y,1
"Census Tract 680, Queens County, New York",1551,5207,3851,1356,92171,96842,79944,247,705,713,487,25521,31099,23596,36081068000,5220,480,4740,4489,74,4259,25,85,1,45,251,4068000,"list(list(c(-73.758044, -73.757891, -73.757631, -73.755925, -73.755262, -73.753271, -73.751759, -73.750714, -73.746086, -73.745366, -73.741178, -73.739929, -73.738559, -73.739371, -73.73955, -73.742819, -73.744875, -73.746838, -73.746927, -73.747824, -73.748325, -73.749168, -73.751753, -73.7526, -73.752115, -73.754596, -73.755404, -73.757023, -73.757831, -73.759106, -73.758044, 40.665624, 40.665917, 40.666451, 40.666388, 40.666395, 40.666401, 40.666395, 40.666427, 40.6664, 40.666404, 40.666403, 40.666401, 
40.666397, 40.665452, 40.665256, 40.665306, 40.66369, 40.660752, 40.658999, 40.658641, 40.658717, 40.659026, 40.660003, 40.660325, 40.661075, 40.662007, 40.662313, 40.662915, 40.663217, 40.663674, 40.665624)))",1,1512,0,0,1,1,1,0,0,625,428,0,0,625,884,784,116,52,101,1026,164,102,217,547,69,3,6,479,95,99,211,2020_100y,1
"Census Tract 707, Queens County, New York",1003,2531,1903,628,110625,126042,94271,136,403,319,250,26355,36520,14023,36081070700,2426,317,2109,2007,1167,10,0,806,0,24,102,4070700,"list(list(c(-73.857772, -73.857193, -73.85655, -73.852227, -73.853033, -73.853447, -73.853853, -73.85426, -73.854662, -73.855745, -73.856448, -73.857298, -73.85745, -73.857772, 40.716456, 40.717401, 40.71839, 40.716807, 40.715519, 40.714877, 40.714232, 40.713592, 40.712947, 40.71123, 40.711338, 40.711465, 40.713711, 40.716456)))",1,998,8,0,0,0,0,0,4,535,106,0,245,535,217,640,3,1,1,843,149,3,2,535,0,0,0,210,2,3,2,NA,1
"Census Tract 711, Queens County, New York",2903,6086,3715,2371,86783,81492,99662,332,718,715,465,14498,21723,15816,36081071100,5687,942,4745,4531,2527,181,3,1740,0,80,214,4071100,"list(list(c(-73.862038, -73.859057, -73.858072, -73.855842, -73.855586, -73.854542, -73.853437, -73.852559, -73.851354, -73.849514, -73.84733, -73.846257, -73.843978, -73.844789, -73.845254, -73.849433, -73.850432, -73.850605, -73.852751, -73.855192, -73.857108, -73.858522, -73.858645, -73.859808, -73.862038, 40.725957, 40.724857, 40.724474, 40.723625, 40.724112, 40.723726, 40.723323, 40.723003, 40.722575, 40.722613, 40.722933, 40.722453, 40.721455, 40.720164, 40.719441, 40.720963, 40.720109, 40.719381, 
40.720164, 40.721056, 40.721757, 40.721529, 40.722591, 40.723729, 40.725957)))",1,3129,451,0,0,0,0,0,19,229,141,0,1760,229,949,362,14,9,3,1584,1087,53,77,227,1,0,1,563,135,38,76,NA,1
"Census Tract 743, Queens County, New York",1773,4081,1826,2255,62198,108603,55137,242,722,313,756,10585,14734,17256,36081074300,4433,755,3678,3460,2150,80,0,1166,4,60,218,4074300,"list(list(c(-73.852522, -73.850304, -73.848047, -73.847694, -73.847008, -73.846667, -73.846325, -73.845987, -73.848237, -73.850253, -73.850794, -73.851137, -73.851479, -73.851821, -73.852164, -73.852522, 40.733619, 40.734296, 40.734967, 40.734277, 40.732947, 40.732283, 40.731616, 40.730955, 40.730283, 40.729655, 40.730288, 40.730953, 40.731618, 40.732282, 40.732947, 40.733619)))",1,1872,142,0,0,0,0,0,9,170,138,0,1297,170,298,281,35,0,1,1678,70,0,17,170,0,0,0,211,70,0,17,NA,1
"Census Tract 792, Queens County, New York",785,2438,1920,518,66875,83125,53036,193,562,539,194,30859,54941,44844,36081079200,2717,365,2352,2102,39,1487,42,295,2,237,250,4079200,"list(list(c(-73.801221, -73.801255, -73.798966, -73.798218, -73.796005, -73.794227, -73.792438, -73.79155, -73.792174, -73.79323, -73.793934, -73.797111, -73.797395, -73.798092, -73.798896, -73.799083, -73.799466, -73.799876, -73.80166, -73.801221, 40.669108, 40.67126, 40.671419, 40.671327, 40.670848, 40.670576, 40.670328, 40.670207, 40.66704, 40.667074, 40.667001, 40.666946, 40.66694, 40.666706, 40.666563, 40.666546, 40.66655, 40.66659, 40.666756, 40.669108)))",1,1070,0,1,0,0,1,0,0,290,219,0,0,290,442,380,74,35,20,484,139,70,39,280,9,0,1,204,130,70,38,2050_500y,1
"Census Tract 803.02, Queens County, New York",1038,3316,1402,1914,56633,77833,31940,268,913,437,1010,18718,25000,19990,36081080302,3973,739,3234,3172,544,90,3,2506,0,29,62,4080302,"list(list(c(-73.835925, -73.830311, -73.826663, -73.825383, -73.821201, -73.81951, -73.819055, -73.815922, -73.815057, -73.814968, -73.816077, -73.820064, -73.824868, -73.824812, -73.828053, -73.830536, -73.83122, -73.831131, -73.835861, -73.835896, -73.835925, 40.743501, 40.742972, 40.742576, 40.742295, 40.740921, 40.74036, 40.740205, 40.739184, 40.738987, 40.73855, 40.738858, 40.738828, 40.739863, 40.739631, 40.738556, 40.73752, 40.740953, 40.742338, 40.743228, 40.743381, 40.743501)))",1,1205,0,0,0,0,0,0,0,511,335,0,0,511,693,748,56,17,24,1028,92,35,47,479,27,3,2,549,65,32,45,NA,1
"Census Tract 846.01, Queens County, New York",826,2941,2371,570,91951,103036,52105,73,392,430,224,8434,31586,25264,36081084601,3045,662,2383,2073,357,321,110,825,0,460,310,4084601,"list(list(c(-73.826953, -73.824216, -73.82148, -73.820497, -73.816846, -73.813198, -73.813256, -73.814295, -73.816614, -73.817562, -73.819526, -73.822278, -73.825176, -73.828079, -73.826953, 40.669718, 40.669227, 40.668733, 40.668554, 40.6679, 40.667253, 40.667027, 40.666805, 40.665944, 40.665617, 40.66549, 40.66612, 40.666129, 40.66609, 40.669718)))",1,912,0,0,0,0,1,0,0,210,346,0,0,210,700,400,106,7,43,627,199,13,71,180,13,2,15,447,186,11,56,2050_500y,1
"Census Tract 1333, Queens County, New York",1234,3860,3158,702,108409,108636,107273,182,666,642,326,13884,25105,43696,36081133300,3915,386,3529,3425,1719,70,0,1590,1,45,104,4133300,"list(list(c(-73.788209, -73.786499, -73.785653, -73.783025, -73.781266, -73.780401, -73.779523, -73.775387, -73.775154, -73.773551, -73.772861, -73.770107, -73.771527, -73.774913, -73.777575, -73.779365, -73.781161, -73.783601, -73.78655, -73.788209, 40.731363, 40.731972, 40.732273, 40.733131, 40.733708, 40.733993, 40.734281, 40.735533, 40.735604, 40.736072, 40.736276, 40.731779, 40.731522, 40.730913, 40.730193, 40.729702, 40.729213, 40.728413, 40.727445, 40.731363)))",1,1365,0,0,0,0,0,0,0,902,227,0,0,902,454,1110,13,1,5,1337,13,1,5,883,13,1,5,454,0,0,0,NA,1
"Census Tract 1385.01, Queens County, New York",1397,4305,2137,2168,95643,95750,95599,123,540,350,507,8716,17508,16680,36081138501,4994,485,4509,4460,972,78,8,3375,0,27,49,4138501,"list(list(c(-73.762395, -73.760318, -73.758001, -73.756821, -73.756256, -73.75585, -73.752303, -73.750048, -73.747111, -73.747741, -73.747099, -73.746808, -73.748715, -73.75033, -73.750368, -73.752312, -73.756866, -73.75699, -73.757377, -73.757827, -73.75944, -73.759931, -73.760802, -73.761927, -73.761856, -73.761833, -73.761997, -73.762395, 40.759497, 40.759905, 40.76038, 40.759735, 40.75843, 40.757765, 40.759455, 40.758405, 40.754173, 40.75385, 40.752347, 40.752028, 40.751073, 40.750661, 40.750777, 
40.750459, 40.749361, 40.749575, 40.750228, 40.750758, 40.752403, 40.752745, 40.754548, 40.755773, 40.756517, 40.756711, 40.758102, 40.759497)))",1,1497,0,0,0,0,0,1,0,471,496,25,0,471,998,325,595,6,42,379,1033,9,73,294,159,5,13,60,874,4,60,NA,1
"Census Tract 942.01, Queens County, New York",1269,2793,736,2057,68229,103977,59091,203,441,327,379,11613,72199,18107,36081094201,3729,1079,2650,2474,1013,1215,4,188,0,54,176,4094201,"list(list(c(-73.82733, -73.819835, -73.819576, -73.819312, -73.819133, -73.818913, -73.8177, -73.817229, -73.81599, -73.815702, -73.815495604297, -73.8210851044268, -73.821872, -73.823033, -73.823289, -73.824043, -73.824656, -73.825249, -73.82733, 40.587801, 40.591897, 40.590975, 40.589307, 40.588048, 40.587576, 40.586484, 40.585687, 40.583698, 40.583429, 40.5822888418555, 40.5807851459114, 40.582048, 40.583874, 40.584439, 40.58563, 40.585453, 40.586901, 40.587801)))",1,1362,155,0,1,1,1,4,1,66,222,139,376,66,772,68,1,24,198,220,376,54,683,32,0,0,34,188,0,54,522,2020_100y,1
"Census Tract 991, Queens County, New York",2807,7252,6622,630,90982,91984,54461,278,1123,1123,340,8969,10914,47333,36081099100,6642,831,5811,5693,4655,71,2,939,0,26,118,4099100,"list(list(c(-73.807622, -73.807425, -73.807331, -73.804562, -73.804462, -73.804126, -73.803248, -73.802785, -73.801231, -73.800037, -73.799745, -73.793559, -73.793455, -73.792657, -73.791848, -73.790705, -73.790583, -73.793302, -73.79494, -73.796851, -73.802422, -73.806277, -73.807974, -73.807622, 40.789461, 40.790873, 40.791552, 40.791367, 40.792076, 40.794508, 40.79444, 40.795618, 40.795532, 40.796245, 40.802199, 40.80038, 40.792711, 40.790521, 40.789304, 40.788225, 40.788129, 40.786893, 40.786275, 
40.785911, 40.786019, 40.786299, 40.786892, 40.789461)))",1,3022,83,0,1,1,1,2,37,1025,114,57,1677,1025,262,861,130,87,98,2641,136,118,124,733,124,69,97,201,12,49,0,2020_100y,1
"Census Tract 1017, Queens County, New York",2248,6180,5432,748,80532,85395,41971,207,932,923,466,16885,9356,18929,36081101700,6307,727,5580,5478,3435,38,0,1984,0,21,102,4101700,"list(list(c(-73.803423, -73.803327, -73.803226, -73.803135, -73.803033, -73.80284, -73.802742, -73.802411, -73.802422, -73.796851, -73.79494, -73.795086, -73.794734, -73.794448, -73.794398, -73.794325, -73.793872, -73.793348, -73.793187, -73.792827, -73.792713, -73.793383, -73.795657, -73.797128, -73.797243, -73.798233, -73.80379, -73.803423, 40.778338, 40.778996, 40.779703, 40.780416, 40.780941, 40.78255, 40.783254, 40.785817, 40.786019, 40.785911, 40.786275, 40.785851, 40.784049, 40.782601, 40.782255, 
40.781892, 40.779684, 40.777019, 40.776205, 40.774347, 40.773788, 40.773482, 40.773031, 40.773831, 40.773894, 40.774848, 40.77561, 40.778338)))",1,2497,0,0,0,0,0,0,7,944,254,0,1000,944,543,940,219,22,24,2099,303,45,40,783,152,1,8,316,151,44,32,NA,1
"Census Tract 1129, Queens County, New York",738,2114,1353,761,87375,85208,93542,80,463,244,407,15289,16747,37704,36081112900,2248,270,1978,1924,1055,39,0,815,0,15,54,4112900,"list(list(c(-73.78146, -73.778337, -73.777439, -73.776209, -73.774687, -73.774175, -73.773402, -73.774273, -73.773606, -73.772882, -73.771916, -73.770769, -73.775469, -73.779031, -73.779337, -73.78002, -73.78146, 40.767066, 40.767955, 40.768204, 40.768491, 40.768792, 40.767761, 40.766312, 40.766044, 40.76478, 40.763412, 40.763508, 40.763193, 40.762729, 40.76238, 40.763031, 40.764301, 40.767066)))",1,911,15,0,0,0,0,0,3,334,133,0,226,334,348,386,61,12,11,560,308,23,17,296,28,5,5,230,88,18,12,NA,1
"Census Tract 1139, Queens County, New York",1449,3583,1674,1909,65958,78083,60508,206,546,503,396,16309,26089,13891,36081113900,3602,735,2867,2789,1352,58,2,1361,1,15,78,4113900,"list(list(c(-73.793422, -73.793179, -73.792393, -73.791902, -73.791526, -73.790599, -73.789636, -73.788075, -73.785853, -73.785707, -73.785274, -73.785168, -73.785681, -73.788068, -73.789862, -73.79076, -73.79344, -73.793443, -73.793437, -73.793345, -73.793225, -73.793025, -73.793959, -73.793422, 40.7686, 40.770403, 40.76951, 40.768936, 40.768475, 40.767419, 40.766142, 40.764199, 40.763014, 40.762937, 40.761842, 40.761433, 40.761393, 40.761205, 40.761057, 40.760986, 40.760764, 40.761185, 40.761597, 
40.762295, 40.763142, 40.764621, 40.764695, 40.7686)))",1,1457,209,0,0,0,0,3,9,344,255,39,250,344,821,492,72,24,23,1177,128,73,76,309,27,4,4,618,101,54,48,NA,1
"Census Tract 1167, Queens County, New York",585,1889,481,1408,42438,97000,29271,72,305,203,292,24624,23027,20073,36081116700,2094,581,1513,1482,92,21,0,1357,1,11,31,4116700,"list(list(c(-73.816387, -73.812764, -73.8126, -73.811227, -73.807953, -73.807514, -73.807528, -73.807627, -73.80768, -73.808595, -73.81105, -73.812268, -73.815087, -73.81588, -73.816093, -73.816387, 40.76316, 40.764125, 40.763153, 40.763041, 40.762382, 40.762179, 40.762066, 40.761341, 40.76096, 40.761132, 40.761417, 40.76113, 40.760372, 40.762066, 40.762524, 40.76316)))",1,717,133,0,0,0,0,0,3,38,139,0,52,38,547,89,34,31,26,334,88,97,118,30,2,4,2,252,86,93,116,NA,1
"Census Tract 1187, Queens County, New York",777,2339,1120,1219,42202,51131,35720,127,366,338,358,10459,14077,4926,36081118700,2648,569,2079,2058,204,70,0,1779,0,5,21,4118700,"list(list(c(-73.817288, -73.815087, -73.812268, -73.81105, -73.808595, -73.808867, -73.809799, -73.811202, -73.816215, -73.81653, -73.817288, 40.759776, 40.760372, 40.76113, 40.761417, 40.761132, 40.759115, 40.759192, 40.75882, 40.75747, 40.758144, 40.759776)))",1,757,111,0,0,0,0,1,1,118,195,16,40,118,578,198,52,34,30,488,96,105,61,102,15,1,0,346,81,88,61,NA,1
"Census Tract 1223, Queens County, New York",1295,3512,2457,1055,79284,107639,62348,243,641,783,322,17017,54665,17240,36081122300,3822,556,3266,3194,964,54,8,2140,0,28,72,4122300,"list(list(c(-73.804667, -73.802024, -73.797408, -73.796302, -73.795949, -73.795125, -73.794586, -73.794596, -73.794278, -73.796761, -73.798564, -73.798658, -73.802262, -73.803163, -73.804063, -73.803846, -73.802943, -73.802823, -73.802731, -73.803637, -73.804655, -73.804667, 40.738445, 40.738357, 40.738261, 40.738333, 40.737814, 40.736411, 40.735052, 40.734544, 40.732696, 40.732785, 40.732858, 40.731428, 40.731569, 40.7316, 40.731638, 40.734897, 40.734862, 40.7367, 40.738084, 40.738111, 40.738108, 
40.738445)))",1,1188,0,0,0,0,0,1,0,582,228,9,0,582,556,623,86,41,60,732,163,117,132,525,42,3,12,207,121,105,120,NA,1
"Census Tract 1451.02, Queens County, New York",902,2671,1704,967,62500,66103,57000,239,508,508,208,39638,64600,35036,36081145102,2597,393,2204,2161,527,87,0,1534,0,13,43,4145102,"list(list(c(-73.782481, -73.780563, -73.777417, -73.777667, -73.777403, -73.776332, -73.775878, -73.774336, -73.778312, -73.779066, -73.779806, -73.780088, -73.780532, -73.782125, -73.782481, 40.755997, 40.756515, 40.757362, 40.758148, 40.758214, 40.75464, 40.753261, 40.74983, 40.748745, 40.750333, 40.751895, 40.752494, 40.753329, 40.755339, 40.755997)))",1,863,8,0,0,0,0,2,0,370,206,65,0,370,427,508,40,15,14,693,75,29,27,351,16,2,1,315,59,27,26,NA,1
"Census Tract 1507.02, Queens County, New York",1186,2897,2215,682,94735,116375,58423,198,407,325,320,13106,32403,3724,36081150702,3049,345,2704,2656,1334,36,1,1281,0,4,48,4150702,"list(list(c(-73.737074, -73.735493, -73.734885, -73.733962, -73.729524, -73.727993, -73.721616, -73.721059, -73.724094, -73.724729, -73.726643, -73.72794, -73.731862, -73.732821, -73.73542, -73.737007, -73.737539, -73.737074, 40.768795, 40.770674, 40.771391, 40.772449, 40.769734, 40.76878, 40.764841, 40.764499, 40.764158, 40.764029, 40.763445, 40.762869, 40.760542, 40.76169, 40.76485, 40.767691, 40.768402, 40.768795)))",1,1218,8,0,0,0,0,0,2,778,50,0,303,778,113,609,133,18,69,635,456,30,72,586,113,12,66,49,40,18,6,NA,1
"Census Tract 1529.02, Queens County, New York",2534,5897,4895,1002,90313,102500,NA,503,1260,1264,511,28810,29281,NA,36081152902,5665,467,5198,5106,2287,77,0,2712,2,28,92,4152902,"list(list(c(-73.731862, -73.72794, -73.726643, -73.724729, -73.724094, -73.721059, -73.713656, -73.713325, -73.716986, -73.718769, -73.720145, -73.721489, -73.722115, -73.722934, -73.723766, -73.725764, -73.726232, -73.726931, -73.728399, -73.728709, -73.730612, -73.730976, -73.731862, 40.760542, 40.762869, 40.763445, 40.764029, 40.764158, 40.764499, 40.759936, 40.75973, 40.759428, 40.758804, 40.757911, 40.756427, 40.755208, 40.754128, 40.753416, 40.752189, 40.752595, 40.753446, 40.755199, 40.755674, 
40.758342, 40.758836, 40.760542)))",1,2295,0,0,0,0,0,0,9,596,145,0,1396,596,295,589,48,9,104,2029,56,20,182,528,40,0,28,105,16,20,154,NA,1
"Census Tract 166, Bronx County, New York",776,2216,1271,945,92535,92000,92575,110,372,265,353,12121,16100,25217,36005016600,2625,1541,1084,1032,556,234,0,196,2,44,52,2016600,"list(list(c(-73.83559, -73.833607, -73.83191, -73.830444, -73.829971, -73.828189, -73.825294, -73.827005, -73.827794, -73.828584, -73.830791, -73.831106, -73.835336, -73.8363, -73.83559, 40.828681, 40.829582, 40.830645, 40.831557, 40.831849, 40.832951, 40.829689, 40.828835, 40.828449, 40.828061, 40.82698, 40.826819, 40.828192, 40.828369, 40.828681)))",1,731,0,0,0,0,0,0,0,291,193,0,0,291,438,386,76,13,9,520,153,38,18,266,24,0,1,254,129,38,17,NA,1
"Census Tract 425, Bronx County, New York",2050,6218,107,6111,37642,NA,36705,278,990,169,984,10490,NA,9961,36005042500,7667,4496,3171,3046,691,827,11,1447,5,65,125,2042500,"list(list(c(-73.883625, -73.881841, -73.881469, -73.881976, -73.88222, -73.88247, -73.881754, -73.880693, -73.87923, -73.877514, -73.876684, -73.875885, -73.874938, -73.874367, -73.876292, -73.87986, -73.883079, -73.883625, 40.867258, 40.86837, 40.868573, 40.870387, 40.871227, 40.872128, 40.872349, 40.872891, 40.873672, 40.874139, 40.873792, 40.873411, 40.872959, 40.872701, 40.870526, 40.868274, 40.866593, 40.867258)))",1,2428,1687,0,0,0,0,0,1,13,178,0,63,13,2225,184,3,1,4,2125,68,12,96,13,0,0,0,2112,5,12,96,NA,1
"Census Tract 83, Bronx County, New York",2187,5903,801,5102,39845,NA,38148,296,1012,336,1055,5137,NA,9441,36005008300,6122,4849,1273,1220,72,1048,9,48,4,39,53,2008300,"list(list(c(-73.904183, -73.903804, -73.90347, -73.90301, -73.902579, -73.900721, -73.900922, -73.900506, -73.90012, -73.899728, -73.899341, -73.898448, -73.899167, -73.903074, -73.903417, -73.90418, -73.904466, -73.904183, 40.813087, 40.814132, 40.815075, 40.816318, 40.81737, 40.816764, 40.816724, 40.815879, 40.815084, 40.81429, 40.813489, 40.813177, 40.812665, 40.80988, 40.811507, 40.812125, 40.812282, 40.813087)))",1,2158,946,0,0,0,0,2,5,1,210,21,181,1,1869,92,0,115,11,1809,0,230,33,1,0,0,0,1606,0,230,33,NA,1
