name,pophoh,poptotl,popownr,poprntr,mhhinc,mhhinco,mhhincr,pophohm,popttlm,popwnrm,pprntrm,mhhincmo,mhhincom,mhhncrm,geoid,poptot,pophis,popnhis,popnh1r,popwhit,popblck,popamnd,popasin,poppacl,popth1r,ppnhs2r,bct2020,geometry,in_census,nun_res,nun_rs,nun_nycha,fzr20_100y,fzr50_100y,fzr50_500y,ncondo,ncoop,nsfh,nmfh,nuncondo,nuncoop,nunsfh,nunmfh,nres_bf1960,nres_60t79,nres_80t99,nres_2000af,nun_bf1960,nun_60t79,nun_80t99,nun_2000af,nunbf60sfh,nun60t79sfh,nun80t99sfh,nun00afsfh,nunbf60mfh,nun60t79mfh,nun80t99mfh,nun00afmfh,fp_cat,in_mp
"Census Tract 97, New York County, New York",2871,4470,2602,1868,63031,81531,39103,259,422,450,334,18879,12905,21686,36061009700,5071,1334,3737,3517,2231,558,16,666,9,37,220,1009700,"list(list(c(-74.00143, -74.000975, -73.999305, -73.99812, -73.995299, -73.995749, -73.997099, -73.997918, -73.999243, -73.999938, -74.001203, -74.002785, -74.00143, 40.751445, 40.752055, 40.751376, 40.750903, 40.749671, 40.749052, 40.747205, 40.747549, 40.748107, 40.7484, 40.748927, 40.749592, 40.751445)))",1,3397,132,337,0,1,1,3,7,0,42,79,2118,0,1191,45,5,0,2,978,2311,0,99,0,0,0,0,868,241,0,82,2050_100y,1
"Census Tract 25, New York County, New York",2026,5292,0,5292,21013,NA,21013,222,919,17,919,5087,NA,5087,36061002500,4630,1780,2850,2760,86,879,7,1753,6,29,90,1002500,"list(list(c(-74.000776, -74.00051, -73.999701, -73.999514, -73.996947, -73.996782, -73.996444, -73.996354, -73.996222, -73.996005, -73.993693, -73.994498, -73.999177, -73.999495, -74.001419, -74.000776, 40.71064, 40.710984, 40.71178, 40.711798, 40.712072, 40.711364, 40.710199, 40.709785, 40.709181, 40.708895, 40.704476, 40.704318, 40.708022, 40.708279, 40.709815, 40.71064)))",1,1934,0,1934,1,1,1,0,0,0,1,0,0,0,1934,1,0,0,0,1934,0,0,0,0,0,0,0,1934,0,0,0,2020_100y,1
"Census Tract 106.01, New York County, New York",4127,7238,5649,1589,215594,250001,100257,626,1482,1517,413,89656,NA,48604,36061010601,8256,432,7824,7627,6989,46,1,555,0,36,197,1010601,"list(list(c(-73.963871, -73.963412, -73.962925, -73.962432, -73.961966, -73.959722, -73.958934, -73.958719, -73.958478, -73.955527, -73.958614, -73.961565, -73.961773, -73.9621, -73.964325, -73.963871, 40.757008, 40.757637, 40.758309, 40.758981, 40.759619, 40.758663, 40.758335, 40.75864, 40.75854, 40.757243, 40.753848, 40.755208, 40.755284, 40.755455, 40.756381, 40.757008)))",1,5757,534,0,1,1,1,3,33,18,23,141,3806,18,1471,66,7,2,2,3639,1487,149,161,18,0,0,0,1143,173,0,155,2020_100y,1
"Census Tract 207.01, New York County, New York",1143,2181,39,2142,62848,201875,62083,174,355,39,359,13538,67674,16168,36061020701,3035,302,2733,2563,1466,153,4,910,0,30,170,1020701,"list(list(c(-73.959217, -73.958726, -73.958272, -73.957245, -73.957617, -73.958407, -73.960106, -73.959217, 40.809341, 40.810008, 40.810629, 40.809404, 40.808671, 40.807419, 40.80812, 40.809341)))",1,1639,471,0,0,0,0,0,3,0,22,0,110,0,1471,24,0,0,1,1501,0,0,80,0,0,0,0,1391,0,0,80,NA,1
"Census Tract 215, New York County, New York",1760,4243,56,4187,47241,250001,46897,187,520,37,520,9567,NA,7258,36061021500,3856,1032,2824,2668,434,2083,4,112,0,35,156,1021500,"list(list(c(-73.950927, -73.95035, -73.949861, -73.94902, -73.948677, -73.948356, -73.947034, -73.947489, -73.948419, -73.948832, -73.949313, -73.950216, -73.95068, -73.952101, -73.950927, 40.812575, 40.813159, 40.8138, 40.815021, 40.815692, 40.816374, 40.81583, 40.815207, 40.813938, 40.81337, 40.812711, 40.811478, 40.810843, 40.811442, 40.812575)))",1,1859,1027,0,0,0,0,5,1,0,47,218,24,0,1371,44,2,1,6,850,270,205,288,0,0,0,0,786,270,205,110,NA,1
"Census Tract 129.01, Bronx County, New York",1590,4442,266,4176,29297,NA,30446,231,755,288,830,7519,NA,7458,36005012901,4923,3044,1879,1795,86,1637,6,24,0,42,84,2012901,"list(list(c(-73.901877, -73.901176, -73.899799, -73.898874, -73.896861, -73.895847, -73.894871, -73.893898, -73.8932, -73.893901, -73.895861, -73.896878, -73.897864, -73.898985, -73.89986, -73.901602, -73.901292, -73.900845, -73.901988, -73.901877, 40.822705, 40.824389, 40.824058, 40.82385, 40.823848, 40.823892, 40.823937, 40.823984, 40.824008, 40.823643, 40.822631, 40.822118, 40.821598, 40.821038, 40.820563, 40.819695, 40.820475, 40.821542, 40.82244, 40.822705)))",1,1670,931,251,0,0,0,0,1,4,110,0,20,4,1266,61,0,25,29,516,0,315,459,4,0,0,0,492,0,315,459,NA,1
"Census Tract 159, Bronx County, New York",772,2111,233,1878,NA,NA,NA,172,459,124,442,NA,NA,NA,36005015900,2481,2054,427,393,23,341,2,16,2,9,34,2015900,"list(list(c(-73.895861, -73.893901, -73.8932, -73.892005, -73.891615, -73.892836, -73.893874, -73.895881, -73.895861, 40.822631, 40.823643, 40.824008, 40.824723, 40.820985, 40.820974, 40.820979, 40.820992, 40.822631)))",1,1308,252,0,0,0,0,1,0,0,37,376,0,0,915,15,0,19,4,302,0,156,833,0,0,0,0,302,0,156,457,NA,1
"Census Tract 179.01, Bronx County, New York",1605,4894,477,4417,40631,84583,38942,272,922,342,888,10190,78670,12897,36005017901,5124,3726,1398,1363,66,1042,10,201,0,44,35,2017901,"list(list(c(-73.917706, -73.916467, -73.915871, -73.914817, -73.913793, -73.9129, -73.913844, -73.914079, -73.91497, -73.915857, -73.916662, -73.917706, 40.83451, 40.835778, 40.836393, 40.83599, 40.8356, 40.835297, 40.833694, 40.833286, 40.833588, 40.833839, 40.834127, 40.83451)))",1,1795,1041,0,0,0,0,0,1,0,61,0,81,0,1714,35,0,0,27,1527,0,0,268,0,0,0,0,1527,0,0,187,NA,1
"Census Tract 405.01, Bronx County, New York",1339,4128,262,3866,38456,60885,37111,144,576,197,570,9186,27113,4679,36005040501,4385,3274,1111,1050,111,813,23,62,0,41,61,2040501,"list(list(c(-73.893299, -73.892496, -73.891814, -73.891278, -73.890546, -73.889892, -73.889128, -73.888314, -73.88974, -73.89036, -73.892132, -73.89276, -73.893299, 40.865294, 40.866692, 40.867424, 40.868016, 40.868806, 40.869522, 40.869063, 40.868547, 40.867235, 40.866613, 40.864633, 40.865021, 40.865294)))",1,1414,742,0,0,0,0,0,3,19,108,0,79,19,1311,128,0,0,2,1356,0,0,53,19,0,0,0,1258,0,0,53,NA,1
"Census Tract 147.02, Bronx County, New York",1893,5274,22,5252,30653,NA,30511,466,934,40,934,18651,NA,18457,36005014702,5081,2931,2150,2072,36,1985,5,6,1,39,78,2014702,"list(list(c(-73.906906, -73.905979, -73.905229, -73.904509, -73.903338, -73.902839, -73.901967, -73.902283, -73.902906, -73.901212, -73.901856, -73.903521, -73.904634, -73.905784, -73.907402, -73.906906, 40.837023, 40.838505, 40.838265, 40.838018, 40.837642, 40.837471, 40.837172, 40.836752, 40.835927, 40.835498, 40.834622, 40.83501, 40.835336, 40.835724, 40.836232, 40.837023)))",1,1667,122,1545,0,0,0,0,0,0,6,0,0,0,1667,3,3,0,0,122,1545,0,0,0,0,0,0,122,1545,0,0,NA,1
"Census Tract 126, Kings County, New York",842,2799,954,1845,54886,63750,49773,90,361,264,345,7007,17432,11344,36047012600,3085,735,2350,2247,1053,80,0,1098,0,16,103,3012600,"list(list(c(-74.02291, -74.022626, -74.021693, -74.021359, -74.021087, -74.019554, -74.018897, -74.016752, -74.016274, -74.015925, -74.015139, -74.015748, -74.016048, -74.016956, -74.01853, -74.018245, -74.020722, -74.023235, -74.02291, 40.636108, 40.636799, 40.637653, 40.637967, 40.638262, 40.637091, 40.636856, 40.63544, 40.634867, 40.633382, 40.633217, 40.631765, 40.631033, 40.631622, 40.632334, 40.633034, 40.634169, 40.635318, 40.636108)))",1,895,136,0,0,0,0,1,2,60,216,6,18,60,801,271,0,2,6,848,0,18,19,60,0,0,0,788,0,0,13,NA,1
"Census Tract 516.01, Kings County, New York",1936,5121,263,4858,57407,140625,56111,230,687,250,659,8109,125990,8036,36047051601,5407,963,4444,4160,599,3244,1,242,4,70,284,3051601,"list(list(c(-73.958966, -73.958003, -73.957125, -73.955638, -73.954043, -73.953743, -73.953936, -73.954831, -73.95551, -73.955696, -73.956566, -73.957433, -73.958254, -73.9584, -73.958966, 40.639305, 40.639761, 40.640169, 40.640504, 40.638878, 40.638566, 40.638474, 40.638041, 40.637714, 40.637625, 40.637206, 40.636793, 40.636397, 40.636327, 40.639305)))",1,2036,1202,0,0,0,0,0,2,43,134,0,95,43,1893,170,2,0,7,1930,39,0,62,43,0,0,0,1792,39,0,62,NA,1
"Census Tract 1144, Kings County, New York",754,2172,473,1699,63587,71204,43986,149,418,325,345,15212,5125,13592,36047114400,2414,996,1418,1315,72,1181,15,33,2,12,103,3114400,"list(list(c(-73.903475, -73.902535, -73.900792, -73.89999, -73.899732, -73.899307, -73.898387, -73.897485, -73.895499, -73.89367, -73.893352, -73.893028, -73.892711, -73.894556, -73.895544, -73.898341, -73.900183, -73.901982, -73.902289, -73.90266, -73.903475, 40.675507, 40.675884, 40.676572, 40.6769, 40.675704, 40.673982, 40.674121, 40.674255, 40.674551, 40.674822, 40.673582, 40.672315, 40.671046, 40.67077, 40.670626, 40.670212, 40.669939, 40.66967, 40.670936, 40.672197, 40.675507)))",1,765,116,0,0,0,0,0,1,10,166,0,16,10,735,155,1,0,20,539,168,0,53,9,0,0,0,514,168,0,53,NA,1
"Census Tract 181.01, Queens County, New York",1721,3589,284,3305,66629,122647,61033,167,505,149,532,16481,19084,18378,36081018101,3836,1382,2454,2349,1310,59,1,947,2,30,105,4018101,"list(list(c(-73.925158, -73.924845, -73.92451, -73.923581, -73.922653, -73.922989, -73.923316, -73.923739, -73.924664, -73.925588, -73.925158, 40.744058, 40.745653, 40.747321, 40.747214, 40.747107, 40.745438, 40.743856, 40.741692, 40.7418, 40.741908, 40.744058)))",1,1728,714,0,0,0,0,0,3,1,129,0,248,1,1478,128,4,0,1,1712,12,0,3,1,0,0,0,1463,12,0,3,NA,1
"Census Tract 269.02, Queens County, New York",1161,3403,1067,2336,49421,61500,46655,143,490,351,495,7834,19529,8536,36081026902,4244,1571,2673,2620,181,33,3,2378,0,25,53,4026902,"list(list(c(-73.885095, -73.884669, -73.884251, -73.883843, -73.883403, -73.882105, -73.880747, -73.881212, -73.882113, -73.882633, -73.883874, -73.88471, -73.885095, 40.743974, 40.744589, 40.745202, 40.745797, 40.746418, 40.745836, 40.745233, 40.744629, 40.743456, 40.742787, 40.7434, 40.743794, 40.743974)))",1,1440,576,0,0,0,0,0,6,26,95,0,504,26,779,98,23,2,4,1023,265,11,10,26,0,0,0,667,91,11,10,NA,1
"Census Tract 757.01, Queens County, New York",2413,4695,3189,1506,99901,123036,46360,233,677,647,346,21124,29584,29381,36081075701,5110,712,4398,4215,2161,157,3,1852,0,42,183,4075701,"list(list(c(-73.839812, -73.837957, -73.838298, -73.837025, -73.835963, -73.834959, -73.833481, -73.829796, -73.831385, -73.832231, -73.833567, -73.834962, -73.837015, -73.83792, -73.838728, -73.839812, 40.719602, 40.720313, 40.720979, 40.721358, 40.721677, 40.719412, 40.718333, 40.715566, 40.714529, 40.71512, 40.716143, 40.717172, 40.718331, 40.71875, 40.719121, 40.719602)))",1,2734,314,0,0,0,0,2,15,1,69,134,1662,1,678,23,7,45,12,1831,343,208,93,1,0,0,0,302,90,193,93,NA,1
"Census Tract 1008.01, Queens County, New York",669,2708,2181,527,112098,114156,77500,86,589,584,262,15757,13704,18662,36081100801,2496,311,2185,2029,913,927,7,68,3,111,156,4100801,"list(list(c(-73.777321, -73.772268, -73.768804, -73.768253, -73.766719, -73.765244, -73.763476, -73.763454, -73.760021, -73.75891, -73.759736, -73.759824, -73.760953, -73.761345, -73.766274, -73.769497, -73.76992, -73.772374, -73.772374, -73.777321, 40.613078, 40.615136, 40.614786, 40.614878, 40.615004, 40.614942, 40.613706, 40.61369, 40.611349, 40.611206, 40.610155, 40.609647, 40.606452, 40.606541, 40.606892, 40.607109, 40.606596, 40.607295, 40.608452, 40.613078)))",1,640,0,0,1,1,1,0,0,341,144,0,0,341,298,316,122,3,44,420,170,4,45,222,74,2,43,198,96,2,2,2020_100y,1
"Census Tract 773, Queens County, New York",1024,2049,1182,867,93214,105190,63906,120,252,232,273,20016,9403,26192,36081077300,2311,489,1822,1718,1091,105,1,506,0,15,104,4077300,"list(list(c(-73.840692, -73.837037, -73.836115, -73.835977, -73.835014, -73.834234, -73.833634, -73.830982, -73.83073, -73.830082, -73.83038, -73.829314, -73.831372, -73.832041, -73.832626, -73.834051, -73.834812, -73.836747, -73.837147, -73.839011, -73.843016, -73.840692, 40.710153, 40.711312, 40.711825, 40.711706, 40.712221, 40.712658, 40.712989, 40.71431, 40.714217, 40.713914, 40.71362, 40.712423, 40.711109, 40.710678, 40.710333, 40.710028, 40.709643, 40.708498, 40.707957, 40.708555, 40.709176, 
40.710153)))",1,1183,322,0,0,0,0,0,4,91,9,0,641,91,448,103,1,0,0,967,213,0,0,91,0,0,0,448,0,0,0,NA,1
"Census Tract 177.02, Richmond County, New York",944,2562,2251,311,98929,99478,50294,434,836,859,287,7225,23789,10841,36085017702,2353,183,2170,2147,1881,15,0,240,5,6,23,5017702,"list(list(c(-74.104272, -74.101889, -74.101304, -74.09963, -74.097546, -74.096918, -74.095342, -74.092609, -74.092822, -74.092837, -74.091779, -74.091783, -74.093364, -74.093755, -74.094276, -74.097221, -74.099492, -74.099796, -74.100817, -74.101591, -74.103485, -74.104272, 40.595264, 40.597519, 40.59708, 40.598866, 40.601985, 40.602133, 40.603614, 40.60323, 40.601809, 40.601089, 40.599239, 40.598719, 40.597033, 40.596745, 40.596449, 40.595365, 40.594048, 40.593871, 40.592668, 40.593146, 40.59432, 
40.595264)))",1,894,0,0,0,0,0,0,0,595,140,0,0,595,293,376,270,63,26,453,342,67,26,308,202,59,26,145,140,8,0,NA,1
"Census Tract 170.14, Richmond County, New York",1636,4473,3802,671,93474,108733,92878,225,460,439,389,4736,29835,24784,36085017014,4327,579,3748,3686,3315,54,3,295,0,19,62,5017014,"list(list(c(-74.200144, -74.198171, -74.195331, -74.193425, -74.191428, -74.190145, -74.1886, -74.187573, -74.188076, -74.188588, -74.191527, -74.193821, -74.19514, -74.195862, -74.197308, -74.199121, -74.200144, 40.548801, 40.549579, 40.551195, 40.552235, 40.552801, 40.551601, 40.550687, 40.550147, 40.549523, 40.548944, 40.546908, 40.545496, 40.544683, 40.544318, 40.543262, 40.546709, 40.548801)))",1,1628,0,0,0,0,0,6,0,593,324,383,0,593,650,28,81,759,51,34,266,998,99,22,46,520,5,12,66,478,94,NA,1
"Census Tract 97.02, Richmond County, New York",0,0,0,0,NA,NA,NA,12,12,12,12,NA,NA,NA,36085009702,8,1,7,7,7,0,0,0,0,0,0,5009702,"list(list(c(-74.1066476507573, -74.1047336280896, -74.1014695560717, -74.1001347724892, -74.099716, -74.099569, -74.100195, -74.099961, -74.100424, -74.10481, -74.105422, -74.1066476507573, 40.6447720048709, 40.6451354880041, 40.6457553527237, 40.6460088352592, 40.644759, 40.643155, 40.641813, 40.640181, 40.640041, 40.638977, 40.638899, 40.6447720048709)))",1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,1
"Census Tract 516.02, Bronx County, New York",0,0,0,0,NA,NA,NA,12,12,12,12,NA,NA,NA,36005051602,0,0,0,0,0,0,0,0,0,0,0,2051602,"list(list(c(-73.773361, -73.7724428951654, -73.770552, -73.768867, -73.765258, -73.7662834427055, -73.768043, -73.7687303070946, -73.769236584406, -73.769414, -73.767179, -73.769648, -73.7719699256149, -73.772349, -73.773434, -73.773361, 40.859449, 40.8597369495761, 40.86033, 40.858341, 40.855361, 40.8547972826635, 40.85383, 40.8509820119586, 40.8488841553534, 40.848149, 40.844866, 40.84466, 40.8470335048585, 40.847421, 40.852032, 40.859449)))",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
"Census Tract 117.02, Bronx County, New York",0,0,0,0,NA,NA,NA,12,12,12,12,NA,NA,NA,36005011702,0,0,0,0,0,0,0,0,0,0,0,2011702,"list(list(c(-73.88338, -73.881408, -73.880981, -73.87797, -73.876899, -73.871303, -73.866484, -73.862965, -73.863147, -73.87163, -73.876639, -73.879357, -73.880413, -73.882183, -73.88338, 40.817351, 40.817993, 40.818238, 40.816152, 40.815799, 40.813954, 40.805901, 40.79767, 40.797497, 40.801926, 40.805476, 40.805658, 40.809393, 40.816421, 40.817351)))",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
"Census Tract 431.02, Bronx County, New York",1756,4202,609,3593,29962,82627,29034,281,718,364,669,6400,22919,2660,36005043102,5050,3531,1519,1435,200,943,5,232,0,55,84,2043102,"list(list(c(-73.878126, -73.876258, -73.875337, -73.874792, -73.874067, -73.871918, -73.87092, -73.870241, -73.870944, -73.872545, -73.873483, -73.874387, -73.875956, -73.876781, -73.877614, -73.878487, -73.878126, 40.882154, 40.881832, 40.881672, 40.880075, 40.880039, 40.880237, 40.880258, 40.88023, 40.878511, 40.878746, 40.878855, 40.879055, 40.879865, 40.880259, 40.88066, 40.881076, 40.882154)))",1,1783,1158,0,0,0,0,0,3,7,58,0,201,7,1569,60,2,0,6,1510,132,0,135,7,0,0,0,1366,68,0,135,NA,1
"Census Tract 108.01, New York County, New York",1766,2577,747,1830,153438,117143,163358,277,536,242,522,55942,69734,38309,36061010801,3297,260,3037,2939,2307,66,4,543,0,19,98,1010801,"list(list(c(-73.96848, -73.968024, -73.965783, -73.963412, -73.963871, -73.964325, -73.966702, -73.968936, -73.96848, 40.75895, 40.759578, 40.758632, 40.757637, 40.757008, 40.756381, 40.757381, 40.75833, 40.75895)))",1,2289,366,0,0,0,0,0,10,1,36,0,960,1,1091,39,6,0,2,907,1125,0,20,1,0,0,0,662,409,0,20,NA,1
"Census Tract 153.02, New York County, New York",2960,5605,2270,3335,145352,184698,121215,349,880,696,826,28091,54641,48281,36061015302,6032,413,5619,5337,4416,67,3,825,0,26,282,1015302,"list(list(c(-73.983971, -73.983505, -73.983047, -73.982583, -73.982102, -73.979746, -73.980203, -73.98066, -73.981114, -73.981573, -73.982222, -73.984412, -73.983971, 40.77543, 40.776058, 40.776683, 40.777303, 40.777096, 40.776106, 40.775479, 40.774852, 40.774227, 40.773602, 40.773873, 40.774808, 40.77543)))",1,4097,284,0,0,0,0,1,8,4,41,2,965,4,1239,51,2,1,0,1137,623,450,0,4,0,0,0,789,0,450,0,NA,1
"Census Tract 216.01, Queens County, New York",1307,2498,1214,1284,86377,84183,87010,117,345,333,236,5638,27595,4465,36081021601,2678,599,2079,1962,1008,302,4,592,0,56,117,4021601,"list(list(c(-73.830982, -73.826976, -73.826253, -73.825705, -73.824196, -73.823955, -73.823426, -73.820662, -73.821122, -73.824933, -73.827785, -73.828099, -73.82836, -73.82913, -73.829314, -73.83038, -73.830082, -73.83073, -73.830982, 40.71431, 40.715391, 40.71573, 40.716063, 40.713648, 40.712853, 40.712284, 40.709869, 40.710091, 40.711783, 40.71066, 40.710946, 40.711129, 40.712154, 40.712423, 40.71362, 40.713914, 40.714217, 40.71431)))",1,1299,337,0,0,0,0,0,3,5,14,0,357,5,416,10,5,6,1,312,398,36,32,5,0,0,0,82,266,36,32,NA,1
"Census Tract 199.03, Queens County, New York",0,0,0,0,NA,NA,NA,12,12,12,12,NA,NA,NA,36081019903,0,0,0,0,0,0,0,0,0,0,0,4019903,"list(list(c(-73.93742, -73.93478, -73.931614, -73.925834, -73.924035, -73.922573, -73.924676, -73.927512, -73.928765, -73.931639, -73.935394, -73.93742, 40.733762, 40.735554, 40.736826, 40.735706, 40.735098, 40.734286, 40.732981, 40.729122, 40.729332, 40.729223, 40.731768, 40.733762)))",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
"Census Tract 375.02, Queens County, New York",615,2542,630,1912,58979,69861,58229,98,609,255,563,7596,28262,7981,36081037502,2778,2445,333,320,64,82,6,125,2,41,13,4037502,"list(list(c(-73.873111, -73.872219, -73.871324, -73.870995, -73.870695, -73.869947, -73.868826, -73.868458, -73.869425, -73.869685, -73.870842, -73.871792, -73.87207, -73.872142, -73.872692, -73.873657, -73.873111, 40.756851, 40.756943, 40.757036, 40.755208, 40.753564, 40.751794, 40.749899, 40.749264, 40.749157, 40.749612, 40.751545, 40.753326, 40.753862, 40.753986, 40.75503, 40.756804, 40.756851)))",1,655,239,0,0,0,0,2,0,6,145,34,0,6,611,131,4,6,12,540,9,23,79,6,0,0,0,534,9,23,45,NA,1
"Census Tract 403.02, Queens County, New York",1009,4156,1010,3146,56875,NA,58250,224,845,470,794,24382,NA,23207,36081040302,4760,4171,589,560,58,54,0,423,2,23,29,4040302,"list(list(c(-73.862971, -73.862104, -73.86162, -73.861211, -73.860409, -73.859994, -73.859586, -73.859178, -73.858763, -73.861117, -73.861751, -73.862241, -73.862514, -73.86292, -73.863582, -73.862971, 40.753657, 40.753894, 40.753922, 40.753934, 40.753937, 40.753112, 40.752321, 40.751527, 40.750717, 40.750024, 40.749968, 40.75092, 40.751448, 40.752238, 40.753491, 40.753657)))",1,1006,159,0,0,0,0,10,1,17,233,106,9,17,788,170,4,14,73,465,12,65,378,17,0,0,0,439,12,65,272,NA,1
"Census Tract 401.02, Queens County, New York",1210,4436,681,3755,56681,NA,58750,173,708,325,704,9569,NA,10327,36081040102,4808,4175,633,605,22,88,1,448,0,46,28,4040102,"list(list(c(-73.860409, -73.858447, -73.857542, -73.857155, -73.855799, -73.855385, -73.854556, -73.855835, -73.858763, -73.859178, -73.859586, -73.859994, -73.860409, 40.753937, 40.753936, 40.754067, 40.754144, 40.75441, 40.753571, 40.751962, 40.751577, 40.750717, 40.751527, 40.752321, 40.753112, 40.753937)))",1,1169,132,0,0,0,0,6,0,22,259,183,0,22,924,210,12,14,51,641,45,61,382,22,0,0,0,619,45,43,217,NA,1
"Census Tract 403.01, Queens County, New York",711,3139,312,2827,54263,64397,52853,122,598,234,624,20335,29291,21731,36081040301,2768,2396,372,365,42,15,1,288,0,19,7,4040301,"list(list(c(-73.861117, -73.858763, -73.858059, -73.857716, -73.857323, -73.860262, -73.86032, -73.860884, -73.860989, -73.861751, -73.861117, 40.750024, 40.750717, 40.749353, 40.74869, 40.747922, 40.747069, 40.747196, 40.748289, 40.748484, 40.749968, 40.750024)))",1,596,54,0,0,0,0,0,0,13,169,0,0,13,572,110,33,11,28,327,100,47,111,13,0,0,0,314,100,47,111,NA,1
"Census Tract 401.01, Queens County, New York",680,2761,930,1831,51493,59167,48598,166,727,517,517,11189,35886,9686,36081040101,2847,2374,473,464,44,21,5,374,0,20,9,4040101,"list(list(c(-73.858763, -73.855835, -73.855139, -73.854793, -73.854421, -73.857323, -73.857716, -73.858059, -73.858763, 40.750717, 40.751577, 40.750226, 40.749563, 40.748805, 40.747922, 40.74869, 40.749353, 40.750717)))",1,742,22,0,0,0,0,1,0,18,213,12,0,18,676,140,34,23,35,357,103,80,166,18,0,0,0,339,103,68,166,NA,1
"Census Tract 33.02, Queens County, New York",451,1208,337,871,41016,NA,40078,77,210,94,226,22681,NA,18688,36081003302,2166,652,1514,1426,414,186,3,792,0,31,88,4003302,"list(list(c(-73.941239, -73.94004, -73.9391, -73.937917, -73.936791, -73.93425, -73.933353, -73.932152, -73.933345, -73.934632, -73.935798, -73.936779, -73.936009, -73.93717, -73.938333, -73.939102, -73.939871, -73.94243, -73.941239, 40.755234, 40.756487, 40.757494, 40.758707, 40.759883, 40.758695, 40.758274, 40.75771, 40.756239, 40.75694, 40.755796, 40.75475, 40.754341, 40.753079, 40.75182, 40.75223, 40.75264, 40.753998, 40.755234)))",1,699,171,0,0,1,1,0,0,10,116,0,0,10,555,114,11,0,1,532,27,0,6,10,0,0,0,522,27,0,6,2050_100y,1
"Census Tract 277.02, Queens County, New York",1604,4190,1037,3153,54750,64750,51180,137,603,341,585,13181,52245,11949,36081027702,5196,3219,1977,1902,587,123,11,1104,5,72,75,4027702,"list(list(c(-73.879789, -73.878861, -73.87793, -73.876998, -73.876668, -73.876315, -73.877247, -73.878174, -73.879104, -73.879456, -73.879789, 40.756147, 40.756241, 40.756339, 40.756439, 40.75461, 40.752666, 40.752568, 40.752471, 40.752373, 40.754318, 40.756147)))",1,1773,634,0,0,0,0,0,8,37,90,0,968,37,768,135,0,0,0,1773,0,0,0,37,0,0,0,768,0,0,0,NA,1
"Census Tract 972.05, Queens County, New York",1176,3523,0,3523,25711,NA,25711,143,495,12,495,5176,NA,5176,36081097205,4268,1641,2627,2514,71,2213,18,156,6,50,113,4097205,"list(list(c(-73.789163, -73.788236, -73.788373, -73.784796, -73.78209, -73.781952, -73.781836, -73.783612, -73.784545, -73.786265, -73.787044, -73.789133, -73.789331, -73.789163, 40.596077, 40.596118, 40.597506, 40.597704, 40.597837, 40.596457, 40.595267, 40.595145, 40.595076, 40.594955, 40.594911, 40.594044, 40.595199, 40.596077)))",1,1395,0,0,1,1,1,0,0,0,2,0,0,0,1395,0,2,0,0,0,1395,0,0,0,0,0,0,0,1395,0,0,2020_100y,1
"Census Tract 399.02, Queens County, New York",378,1213,134,1079,39063,NA,34226,78,390,99,402,23465,NA,27510,36081039902,2285,1568,717,700,86,297,7,278,8,24,17,4039902,"list(list(c(-73.855799, -73.853831, -73.853126, -73.852617, -73.852205, -73.852604, -73.854556, -73.855385, -73.855799, 40.75441, 40.754958, 40.755109, 40.753405, 40.752661, 40.752542, 40.751962, 40.753571, 40.75441)))",1,545,129,0,0,1,1,5,0,14,51,83,0,14,433,39,4,2,24,85,220,16,201,14,0,0,0,71,220,16,118,2050_100y,1
"Census Tract 1028.01, Kings County, New York",522,1638,1036,602,95809,96949,85950,102,332,326,217,19768,20611,24087,36047102801,1754,122,1632,1538,53,1397,0,60,0,28,94,3102801,"list(list(c(-73.892138, -73.889695, -73.886357, -73.892094, -73.892272, -73.890815, -73.892771, -73.892138, 40.632223, 40.633802, 40.630821, 40.628658, 40.629108, 40.630854, 40.631809, 40.632223)))",1,500,0,0,1,1,1,1,0,56,171,27,0,56,417,25,174,24,5,39,355,69,37,16,40,0,0,23,315,69,10,2020_100y,1
"Census Tract 790.01, Kings County, New York",452,1683,272,1411,57857,150417,40833,74,1065,205,1055,38643,111229,22781,36047079001,1347,189,1158,1061,133,882,3,36,0,7,97,3079001,"list(list(c(-73.957637, -73.955494, -73.954525, -73.954281, -73.954043, -73.955638, -73.957637, 40.642689, 40.642827, 40.642887, 40.640589, 40.638878, 40.640504, 40.642689)))",1,566,241,0,0,0,0,0,1,47,67,0,27,47,487,112,0,0,2,478,0,0,68,47,0,0,0,404,0,0,68,NA,1
