name,med_hh_inc_tract_estimate,pop_total_tract_estimate,pop_owner_tract_estimate,pop_renter_tract_estimate,med_hh_inc_tract_moe,pop_total_tract_moe,pop_owner_tract_moe,pop_renter_tract_moe,med_hh_inc_tract_moe_rate,pop_total_tract_moe_rate,pop_owner_tract_moe_rate,pop_renter_tract_moe_rate,geoid,geometry,pop_total,pop_hislat,pop_nonhil,pop_nonhil1r,pop_white,pop_black,pop_amind,pop_asian,pop_pacil,pop_other1r,pop_nonhil2r,borough,census_tract_raw,census_tract_predot,census_tract_postdot,bct2020
"Census Tract 363, Queens County, New York",63083,1783,791,992,13600,455,268,344,0.2155889859391595,0.25518788558609085,0.3388116308470291,0.3467741935483871,36081036300,"list(list(c(-73.871355, -73.868255, -73.867801, -73.867463, -73.868484, -73.870414, -73.870487, -73.870747, -73.871076, -73.871355, 40.762332, 40.761806, 40.759291, 40.757442, 40.757335, 40.757132, 40.757541, 40.758983, 40.760806, 40.762332)))",2462,1824,638,607,86,319,4,173,0,25,31,4,363,363,00,4036300
"Census Tract 454, Queens County, New York",68693,4982,2034,2948,26412,910,611,747,0.3844933253752202,0.18265756724207147,0.30039331366764993,0.2533921302578019,36081045400,"list(list(c(-73.797807, -73.798335, -73.797262, -73.7965, -73.797484, -73.797963, -73.796475, -73.795825, -73.794736, -73.793903, -73.793214, -73.793038, -73.794731, -73.795617, -73.797314, -73.797768, -73.798701, -73.797807, 40.710982, 40.712908, 40.713157, 40.713554, 40.715789, 40.717162, 40.717592, 40.716267, 40.714057, 40.71237, 40.712608, 40.710711, 40.710012, 40.709753, 40.70927, 40.709143, 40.710663, 40.710982)))",5207,468,4739,4571,204,496,20,3727,2,122,168,4,454,454,00,4045400
"Census Tract 594, Queens County, New York",135625,1787,1664,123,24774,348,368,125,0.18266543778801844,0.19473978735310576,0.22115384615384615,1.016260162601626,36081059400,"list(list(c(-73.73397, -73.733419, -73.730485, -73.729427, -73.729791, -73.727613, -73.727516, -73.727866, -73.72874, -73.729646, -73.733132, -73.734877, -73.73397, 40.699151, 40.700992, 40.700905, 40.700131, 40.699425, 40.699359, 40.697196, 40.697301, 40.697569, 40.695836, 40.696887, 40.697411, 40.699151)))",1506,108,1398,1317,42,1238,1,14,0,22,81,4,594,594,00,4059400
"Census Tract 626, Queens County, New York",85917,2622,2198,424,19301,366,359,231,0.2246470430764575,0.13958810068649885,0.16333030027297543,0.5448113207547169,36081062600,"list(list(c(-73.751724, -73.75147, -73.75097, -73.750017, -73.748286, -73.745846, -73.743268, -73.743443, -73.74458, -73.745831, -73.744972, -73.745608, -73.746973, -73.749095, -73.751194, -73.753238, -73.751724, 40.682377, 40.683023, 40.684202, 40.685891, 40.685275, 40.684781, 40.68392, 40.683625, 40.681591, 40.679341, 40.679058, 40.677886, 40.678313, 40.678957, 40.679633, 40.680117, 40.682377)))",2689,244,2445,2342,39,2229,11,31,1,31,103,4,626,626,00,4062600
"Census Tract 565, Queens County, New York",102571,1560,565,995,33992,313,169,318,0.33139971336927593,0.20064102564102565,0.2991150442477876,0.31959798994974875,36081056500,"list(list(c(-73.899541, -73.898886, -73.898382, -73.896772, -73.896309, -73.895879, -73.89579, -73.896463, -73.893981, -73.893263, -73.896955, -73.897366, -73.90003, -73.899541, 40.694286, 40.69539, 40.696136, 40.696799, 40.696094, 40.695498, 40.694744, 40.694478, 40.693076, 40.692203, 40.69192, 40.694119, 40.693437, 40.694286)))",1681,1298,383,352,219,71,0,48,0,14,31,4,565,565,00,4056500
"Census Tract 583, Queens County, New York",90066,3565,926,2639,27045,553,289,526,0.3002797948171341,0.15511921458625527,0.3120950323974082,0.1993179234558545,36081058300,"list(list(c(-73.900986, -73.899523, -73.897646, -73.895692, -73.895449, -73.894956, -73.894388, -73.896096, -73.896271, -73.896721, -73.898369, -73.899116, -73.9002, -73.900986, 40.702449, 40.702873, 40.703415, 40.70396, 40.703286, 40.701897, 40.700784, 40.700667, 40.700653, 40.700617, 40.700518, 40.700511, 40.700501, 40.702449)))",3362,1171,2191,2081,1755,104,3,197,0,22,110,4,583,583,00,4058300
"Census Tract 677, Queens County, New York",106731,1820,1510,310,18261,259,232,142,0.17109368412176407,0.1423076923076923,0.15364238410596026,0.45806451612903226,36081067700,"list(list(c(-73.877941, -73.874705, -73.873875, -73.872272, -73.870668, -73.869869, -73.867969, -73.868779, -73.870531, -73.872392, -73.874402, -73.875368, -73.87722, -73.877385, -73.877941, 40.717898, 40.719398, 40.719785, 40.720526, 40.721268, 40.721638, 40.719268, 40.718904, 40.718161, 40.717831, 40.717575, 40.717452, 40.717226, 40.717205, 40.717898)))",1832,196,1636,1601,1365,0,1,223,1,11,35,4,677,677,00,4067700
"Census Tract 818, Queens County, New York",69844,4074,2639,1435,20190,649,538,602,0.2890727907909054,0.15930289641629847,0.20386510041682457,0.4195121951219512,36081081800,"list(list(c(-73.812633, -73.812068, -73.811154, -73.810591, -73.809782, -73.808536, -73.806197, -73.806365, -73.806453, -73.806789, -73.807143, -73.805452, -73.810322, -73.812328, -73.813198, -73.812633, 40.669052, 40.670866, 40.670705, 40.672523, 40.675108, 40.674996, 40.674784, 40.672222, 40.670729, 40.669244, 40.667669, 40.666896, 40.66708, 40.667109, 40.667253, 40.669052)))",3873,695,3178,2763,133,1126,140,947,3,414,415,4,818,818,00,4081800
"Census Tract 947, Queens County, New York",66250,2089,981,1108,19094,455,248,427,0.288211320754717,0.21780756342747726,0.2528032619775739,0.38537906137184114,36081094700,"list(list(c(-73.846068, -73.844697, -73.841021, -73.840083, -73.838244, -73.838353, -73.838458, -73.838699, -73.839604, -73.841409, -73.841321, -73.841209, -73.841173, -73.84481, -73.845737, -73.845706, -73.845909, -73.846068, 40.78805, 40.788005, 40.787884, 40.787849, 40.787786, 40.78585, 40.785825, 40.781677, 40.781693, 40.781691, 40.783225, 40.785158, 40.785245, 40.785369, 40.786, 40.786828, 40.787728, 40.78805)))",3035,1424,1611,1556,597,63,3,874,0,19,55,4,947,947,00,4094700
"Census Tract 1193, Queens County, New York",46563,2107,1156,951,6741,316,348,261,0.14477159976805618,0.1499762695775985,0.30103806228373703,0.2744479495268139,36081119300,"list(list(c(-73.804207, -73.802335, -73.801402, -73.800472, -73.796741, -73.795804, -73.794932, -73.794747, -73.797061, -73.800795, -73.801724, -73.80266, -73.803595, -73.804528, -73.804207, 40.758747, 40.7586, 40.758527, 40.758453, 40.758155, 40.758091, 40.757798, 40.755628, 40.755809, 40.756106, 40.756179, 40.756252, 40.756324, 40.756399, 40.758747)))",2407,477,1930,1898,395,27,1,1468,0,7,32,4,1193,1193,00,4119300
"Census Tract 336.02, Bronx County, New York",51400,1678,458,1220,20906,532,232,529,0.40673151750972764,0.3170441001191895,0.5065502183406113,0.4336065573770492,36005033602,"list(list(c(-73.870562, -73.868258, -73.867159, -73.867222, -73.868229, -73.870537, -73.870562, 40.871511, 40.871462, 40.871442, 40.869695, 40.869684, 40.869674, 40.871511)))",1555,747,808,785,92,670,2,8,0,13,23,2,336.02,336,02,2033602
"Census Tract 338.02, Bronx County, New York",50239,1622,19,1603,19433,748,22,753,0.38681104321343973,0.46115906288532676,1.1578947368421053,0.4697442295695571,36005033802,"list(list(c(-73.867159, -73.866145, -73.865209, -73.864266, -73.864326, -73.866205, -73.867222, -73.867159, 40.871442, 40.871423, 40.871407, 40.871389, 40.869656, 40.869694, 40.869695, 40.871442)))",1737,698,1039,990,78,817,9,64,0,22,49,2,338.02,338,02,2033802
"Census Tract 880.02, Kings County, New York",84000,1225,765,460,46599,435,374,252,0.55475,0.3551020408163265,0.4888888888888889,0.5478260869565217,36047088002,"list(list(c(-73.931607, -73.930685, -73.928282, -73.926464, -73.927255, -73.927948, -73.928193, -73.928172, -73.929143, -73.929387, -73.93032, -73.931325, -73.931406, -73.931556, -73.931579, -73.931607, 40.663557, 40.66362, 40.661447, 40.659814, 40.659338, 40.659958, 40.660177, 40.658478, 40.658418, 40.660715, 40.660656, 40.660594, 40.661331, 40.662756, 40.66323, 40.663557)))",1374,61,1313,1215,140,1036,0,22,0,17,98,3,880.02,880,02,3088002
"Census Tract 69.02, Kings County, New York",166033,2182,748,1434,41692,433,295,364,0.2511067077026856,0.19844179651695693,0.39438502673796794,0.25383542538354253,36047006902,"list(list(c(-73.994578, -73.994408, -73.994091, -73.99393, -73.991332, -73.989129, -73.989556, -73.989992, -73.990424, -73.992623, -73.994901, -73.994578, 40.6851, 40.685453, 40.686114, 40.686453, 40.685448, 40.68459, 40.683956, 40.683319, 40.682694, 40.683544, 40.68443, 40.6851)))",1962,261,1701,1574,1367,57,3,131,0,16,127,3,69.02,69,02,3006902
"Census Tract 108.03, New York County, New York",162813,2000,1296,704,47648,485,372,466,0.2926547634402658,0.2425,0.28703703703703703,0.6619318181818182,36061010803,"list(list(c(-73.967533, -73.967041, -73.966583, -73.964314, -73.965293, -73.965783, -73.968024, -73.967533, 40.760255, 40.760927, 40.761552, 40.760599, 40.759308, 40.758632, 40.759578, 40.760255)))",2696,171,2525,2445,1888,24,2,515,2,14,80,1,108.03,108,03,1010803
"Census Tract 108.02, New York County, New York",133910,4259,1894,2365,17654,1253,1005,876,0.13183481442760062,0.2942005165531815,0.5306230200633579,0.3704016913319239,36061010802,"list(list(c(-73.965293, -73.964314, -73.963556, -73.961966, -73.962432, -73.962925, -73.963412, -73.965783, -73.965293, 40.759308, 40.760599, 40.760281, 40.759619, 40.758981, 40.758309, 40.757637, 40.758632, 40.759308)))",3805,233,3572,3440,2889,46,2,484,3,16,132,1,108.02,108,02,1010802
"Census Tract 133, New York County, New York",87225,6166,1063,5103,28963,701,268,665,0.3320492977930639,0.11368796626662342,0.2521166509877705,0.13031550068587106,36061013300,"list(list(c(-73.991333, -73.990876, -73.990422, -73.989964, -73.987122, -73.984283, -73.984734, -73.985192, -73.985647, -73.986104, -73.987594, -73.988947, -73.991788, -73.991333, 40.76531, 40.765934, 40.766561, 40.767188, 40.765989, 40.764792, 40.76417, 40.763543, 40.762915, 40.76229, 40.762916, 40.763486, 40.764684, 40.76531)))",6782,1201,5581,5284,3511,242,4,1479,2,46,297,1,133,133,00,1013300
"Census Tract 156.01, New York County, New York",93015,5025,142,4883,22545,513,114,519,0.24238026124818576,0.10208955223880598,0.8028169014084507,0.10628711857464673,36061015601,"list(list(c(-73.949824, -73.949332, -73.948925, -73.947069, -73.944723, -73.945213, -73.94567, -73.948039, -73.950282, -73.949824, 40.784516, 40.785194, 40.785021, 40.784236, 40.783247, 40.782571, 40.781947, 40.782942, 40.783891, 40.784516)))",5568,730,4838,4645,3371,309,3,921,0,41,193,1,156.01,156,01,1015601
"Census Tract 245, New York County, New York",43084,14032,331,13701,4135,1668,250,1693,0.09597530405719061,0.11887115165336375,0.7552870090634441,0.12356762280125538,36061024500,"list(list(c(-73.944297, -73.944022, -73.943741, -73.943465, -73.943066, -73.94114, -73.939827, -73.939994, -73.940102, -73.93995, -73.939888, -73.939775, -73.940049, -73.94036, -73.941118, -73.941577, -73.944426, -73.943967, -73.944574, -73.944297, 40.837078, 40.83778, 40.838477, 40.839174, 40.840193, 40.83918, 40.838498, 40.837714, 40.836945, 40.836078, 40.835794, 40.835183, 40.834491, 40.833786, 40.834114, 40.833487, 40.834681, 40.835309, 40.836382, 40.837078)))",13385,9641,3744,3508,1678,1249,18,459,3,101,236,1,245,245,00,1024500
"Census Tract 303, New York County, New York",81528,4296,238,4058,11891,509,104,495,0.14585173192032186,0.11848230912476723,0.4369747899159664,0.12198127156234598,36061030300,"list(list(c(-73.922145, -73.920897, -73.919255, -73.919458, -73.918564, -73.917916, -73.916973, -73.916275, -73.915183, -73.915681, -73.917044, -73.919754, -73.921214, -73.921726, -73.922145, 40.86915, 40.869877, 40.871008, 40.872249, 40.871479, 40.870923, 40.870148, 40.869583, 40.869551, 40.868889, 40.867026, 40.868114, 40.867693, 40.868497, 40.86915)))",3691,1873,1818,1680,1331,176,1,133,4,35,138,1,303,303,00,1030300
"Census Tract 201.02, New York County, New York",90375,4044,714,3330,22346,522,247,538,0.24725864453665283,0.129080118694362,0.34593837535014005,0.16156156156156157,36061020102,"list(list(c(-73.958254, -73.958182, -73.957722, -73.957266, -73.955869, -73.954416, -73.954874, -73.955368, -73.956321, -73.957782, -73.958204, -73.958254, 40.804714, 40.805597, 40.806291, 40.806916, 40.806336, 40.805725, 40.805096, 40.80442, 40.803115, 40.803728, 40.803894, 40.804714)))",4077,850,3227,2967,1173,1566,3,196,2,27,260,1,201.02,201,02,1020102
"Census Tract 36.02, New York County, New York",100556,2510,651,1859,38400,435,379,363,0.38187676518556823,0.17330677290836655,0.5821812596006144,0.1952662721893491,36061003602,"list(list(c(-73.992326, -73.992209, -73.991794, -73.98987, -73.987502, -73.987968, -73.988451, -73.988643, -73.989392, -73.990274, -73.991256, -73.992604, -73.992326, 40.724909, 40.725231, 40.726391, 40.725582, 40.724584, 40.723942, 40.723277, 40.722933, 40.723174, 40.723426, 40.723723, 40.724136, 40.724909)))",3000,388,2612,2491,1778,210,0,473,0,30,121,1,36.02,36,02,1003602
"Census Tract 235.01, New York County, New York",69275,6720,676,6044,9617,1102,352,1039,0.1388235294117647,0.16398809523809524,0.5207100591715976,0.17190602250165454,36061023501,"list(list(c(-73.944835, -73.94438, -73.943923, -73.943472, -73.94298, -73.941368, -73.940346, -73.940167, -73.938588, -73.939248, -73.94014, -73.940595, -73.941536, -73.942453, -73.942781, -73.943898, -73.945292, -73.944835, 40.829023, 40.829651, 40.830271, 40.830892, 40.831568, 40.830891, 40.830458, 40.830383, 40.829717, 40.828296, 40.827039, 40.826414, 40.826821, 40.827207, 40.827345, 40.827815, 40.828401, 40.829023)))",6720,2724,3996,3712,1191,2308,12,157,2,42,284,1,235.01,235,01,1023501
"Census Tract 37, Bronx County, New York",NA,222,0,222,NA,102,12,102,NA,0.4594594594594595,Inf,0.4594594594594595,36005003700,"list(list(c(-73.914847, -73.914474, -73.914098, -73.913716, -73.912954, -73.911812, -73.910948, -73.910238, -73.909596, -73.910366, -73.910693, -73.91157, -73.913302, -73.915178, -73.914847, 40.810994, 40.811651, 40.812301, 40.812953, 40.814269, 40.813883, 40.813621, 40.811929, 40.811777, 40.809645, 40.808809, 40.80907, 40.809656, 40.810427, 40.810994)))",340,194,146,134,5,123,1,0,0,5,12,2,37,37,00,2003700
"Census Tract 237.04, Bronx County, New York",24833,3800,14,3786,14060,598,22,599,0.5661820964039785,0.15736842105263157,1.5714285714285714,0.15821447437929212,36005023704,"list(list(c(-73.903951, -73.902779, -73.901913, -73.900939, -73.899949, -73.900779, -73.900852, -73.90186, -73.902988, -73.903951, 40.854974, 40.856734, 40.858094, 40.857759, 40.85742, 40.856047, 40.855937, 40.854586, 40.854773, 40.854974)))",3970,2956,1014,944,51,827,11,17,0,38,70,2,237.04,237,04,2023704
"Census Tract 508.04, Kings County, New York",72173,6103,414,5689,18589,1027,237,1039,0.2575616920455018,0.16827789611666394,0.572463768115942,0.18263315169625594,36047050804,"list(list(c(-73.966213, -73.964145, -73.9619, -73.961759, -73.961597, -73.961407, -73.962584, -73.96302, -73.964355, -73.964654, -73.965242, -73.965751, -73.966213, 40.653189, 40.653995, 40.654871, 40.654071, 40.653173, 40.65217, 40.651704, 40.651532, 40.651005, 40.650887, 40.651742, 40.6525, 40.653189)))",6196,1666,4530,4208,1358,2422,11,344,2,71,322,3,508.04,508,04,3050804
"Census Tract 796.01, Kings County, New York",63656,3592,557,3035,16287,425,234,477,0.25585962045997235,0.1183184855233853,0.42010771992818674,0.157166392092257,36047079601,"list(list(c(-73.960426, -73.956649, -73.956558, -73.956478, -73.956428, -73.956388, -73.9563, -73.959696, -73.959861, -73.960073, -73.960243, -73.960426, 40.658072, 40.658306, 40.657454, 40.656711, 40.656247, 40.655875, 40.655049, 40.654839, 40.655635, 40.656486, 40.657232, 40.658072)))",4125,529,3596,3373,1010,2135,1,175,4,48,223,3,796.01,796,01,3079601
"Census Tract 582, Queens County, New York",103494,4970,4349,621,13298,838,891,277,0.12849054051442596,0.16861167002012073,0.20487468383536445,0.44605475040257647,36081058200,"list(list(c(-73.741303, -73.740847, -73.736455, -73.736398, -73.735539, -73.736628, -73.735749, -73.73441, -73.732638, -73.732921, -73.73413, -73.734222, -73.734265, -73.734304, -73.736249, -73.740777, -73.7405, -73.739976, -73.739815, -73.741804, -73.741528, -73.741248, -73.74122, -73.742141, -73.741303, 40.710488, 40.710632, 40.712042, 40.712127, 40.71186, 40.709843, 40.709655, 40.709317, 40.708865, 40.708215, 40.705413, 40.703959, 40.70322, 40.702478, 40.702537, 40.70268, 40.703435, 40.704868, 
40.705301, 40.705768, 40.706448, 40.707127, 40.707849, 40.710248, 40.710488)))",4509,613,3896,3604,106,3143,11,213,3,128,292,4,582,582,00,4058200
"Census Tract 383.01, Queens County, New York",NA,0,0,0,NA,12,12,12,NA,Inf,Inf,Inf,36081038301,"list(list(c(-73.847052, -73.84075, -73.839417, -73.838264, -73.836917, -73.836821, -73.838619, -73.843244, -73.845975, -73.846017, -73.846709, -73.848515, -73.847052, 40.763825, 40.765819, 40.765428, 40.764934, 40.762767, 40.761249, 40.757045, 40.755337, 40.760717, 40.760805, 40.761345, 40.763822, 40.763825)))",2,0,2,2,0,1,0,1,0,0,0,4,383.01,383,01,4038301
"Census Tract 717.02, Queens County, New York",67639,4022,2305,1717,17359,419,386,364,0.25664187820636025,0.10417702635504723,0.16746203904555315,0.2119976703552708,36081071702,"list(list(c(-73.869037, -73.864577, -73.864618, -73.86284, -73.861064, -73.858866, -73.858771, -73.858635, -73.857993, -73.857652, -73.859887, -73.863424, -73.864479, -73.866075, -73.866782, -73.868261, -73.868352, -73.869037, 40.732849, 40.734194, 40.734271, 40.734799, 40.735314, 40.735939, 40.735785, 40.735471, 40.734334, 40.733668, 40.733002, 40.731951, 40.731089, 40.731694, 40.731656, 40.732486, 40.732527, 40.732849)))",4660,729,3931,3735,1451,210,8,1977,0,89,196,4,717.02,717,02,4071702
"Census Tract 493.01, Kings County, New York",20886,2288,27,2261,9136,454,40,459,0.43742219668677584,0.19842657342657344,1.4814814814814814,0.20300751879699247,36047049301,"list(list(c(-73.943788, -73.942105, -73.940423, -73.940314, -73.940196, -73.940076, -73.94344, -73.943676, -73.943788, 40.710901, 40.71106, 40.711218, 40.710522, 40.709821, 40.709102, 40.708781, 40.710223, 40.710901)))",1897,1260,637,611,53,495,2,45,1,15,26,3,493.01,493,01,3049301
"Census Tract 141.01, Kings County, New York",107697,960,436,524,26703,144,140,138,0.24794562522632943,0.15,0.3211009174311927,0.2633587786259542,36047014101,"list(list(c(-73.99073, -73.988307, -73.985948, -73.986951, -73.989312, -73.991734, -73.99073, 40.667941, 40.66677, 40.66563, 40.664425, 40.665567, 40.666736, 40.667941)))",1621,309,1312,1231,829,216,0,176,2,8,81,3,141.01,141,01,3014101
"Census Tract 1208.02, Kings County, New York",29438,4138,206,3932,5683,1139,308,1142,0.19304979957877574,0.27525374577090383,1.4951456310679612,0.2904374364191251,36047120802,"list(list(c(-73.866668, -73.863919, -73.863207, -73.862845, -73.865554, -73.865929, -73.866275, -73.866668, 40.673544, 40.673942, 40.671019, 40.669522, 40.669122, 40.670619, 40.67201, 40.673544)))",3770,520,3250,3101,16,3015,15,32,0,23,149,3,1208.02,1208,02,3120802
"Census Tract 108.02, Kings County, New York",48922,2022,300,1722,15199,516,171,489,0.3106782224765954,0.2551928783382789,0.57,0.28397212543554007,36047010802,"list(list(c(-74.004295, -74.003713, -74.002545, -74.000341, -74.001508, -74.002091, -74.002672, -74.004877, -74.004295, 40.640557, 40.641116, 40.642236, 40.640905, 40.639785, 40.639225, 40.638667, 40.639995, 40.640557)))",2840,411,2429,2411,240,31,5,2128,0,7,18,3,108.02,108,02,3010802
"Census Tract 155.02, New York County, New York",122671,5032,2901,2131,27539,984,891,599,0.22449478686894214,0.19554848966613672,0.30713547052740436,0.28108869075551385,36061015502,"list(list(c(-73.9974235585593, -73.9958885875049, -73.9957877134895, -73.98919, -73.988521, -73.988412, -73.987994, -73.987094, -73.985448, -73.985713, -73.986815, -73.987241, -73.98843, -73.988774, -73.989201, -73.990168, -73.99032, -73.990914, -73.990761, -73.993869, -73.9978192075965, -73.9974235585593, 40.7803203598929, 40.7824327759265, 40.782571598015, 40.779942, 40.779779, 40.779739, 40.779545, 40.779164, 40.778476, 40.778112, 40.776599, 40.776017, 40.776531, 40.776673, 40.776859, 40.777251, 
40.777317, 40.777542, 40.777688, 40.778097, 40.7797758705572, 40.7803203598929)))",5759,397,5362,5167,4122,128,4,860,4,49,195,1,155.02,155,02,1015502
"Census Tract 435.01, Bronx County, New York",32500,757,0,757,10077,273,12,273,0.31006153846153844,0.3606340819022457,Inf,0.3606340819022457,36005043501,"list(list(c(-73.870241, -73.87092, -73.869211, -73.867487, -73.863685, -73.863559, -73.862875, -73.861894, -73.86136, -73.862652, -73.863863, -73.8646, -73.86538, -73.866248, -73.865982, -73.867053, -73.868119, -73.868846, -73.869435, -73.870148, -73.870944, -73.870241, 40.88023, 40.880258, 40.883325, 40.888179, 40.894325, 40.895377, 40.895154, 40.894834, 40.894663, 40.891822, 40.88975, 40.8883, 40.886884, 40.884931, 40.884391, 40.882255, 40.880062, 40.878586, 40.878129, 40.878314, 40.878511, 40.88023
)))",1192,470,722,683,13,624,4,29,1,12,39,2,435.01,435,01,2043501
"Census Tract 309, New York County, New York",33475,11172,690,10482,9704,1533,313,1530,0.28988797610156836,0.13721804511278196,0.45362318840579713,0.14596451058958215,36061030900,"list(list(c(-73.911405, -73.91031, -73.909505, -73.908554, -73.907198, -73.907, -73.907104, -73.908526, -73.908605, -73.910485, -73.9152, -73.911405, 40.879278, 40.879047, 40.878878, 40.877712, 40.876389, 40.873455, 40.872978, 40.871792, 40.871678, 40.874015, 40.875581, 40.879278)))",8594,6008,2586,2410,547,1658,18,130,1,56,176,1,309,309,00,1030900
"Census Tract 539.01, Queens County, New York",78859,4275,2062,2213,7454,511,424,515,0.09452313623048733,0.11953216374269006,0.20562560620756548,0.23271577044735653,36081053901,"list(list(c(-73.92404, -73.915663, -73.91467, -73.916748, -73.915264, -73.912291, -73.913435, -73.914361, -73.915513, -73.916253, -73.917737, -73.919222, -73.91996, -73.921892, -73.920745, -73.922233, -73.92404, 40.714008, 40.713469, 40.713437, 40.711402, 40.710529, 40.708782, 40.70766, 40.706755, 40.705626, 40.706066, 40.706943, 40.707815, 40.708257, 40.709396, 40.71053, 40.712854, 40.714008)))",3968,1881,2087,1996,1174,104,3,680,0,35,91,4,539.01,539,01,4053901
"Census Tract 889.02, Queens County, New York",49115,5184,1957,3227,14350,1018,697,1026,0.29217143438867965,0.19637345679012347,0.3561573837506387,0.31794236132630926,36081088902,"list(list(c(-73.833428, -73.831713, -73.831491, -73.830585, -73.830546, -73.829571, -73.826566, -73.826558, -73.826572, -73.826683, -73.826848, -73.827351, -73.827537, -73.82769, -73.827863, -73.829059, -73.830686, -73.831443, -73.831925, -73.832578, -73.833428, 40.771434, 40.772474, 40.772029, 40.771639, 40.770224, 40.770711, 40.770642, 40.770137, 40.769961, 40.768957, 40.767987, 40.766856, 40.766464, 40.766104, 40.765363, 40.765093, 40.764712, 40.76657, 40.767754, 40.769353, 40.771434)))",7015,1183,5832,5769,482,379,4,4872,0,32,63,4,889.02,889,02,4088902
"Census Tract 288.01, Queens County, New York",71500,2712,1979,733,23240,490,437,283,0.32503496503496504,0.18067846607669616,0.22081859525012631,0.3860845839017735,36081028801,"list(list(c(-73.792093, -73.788408, -73.787455, -73.787288, -73.787137, -73.787224, -73.78989, -73.790344, -73.791128, -73.791459, -73.791722, -73.792093, 40.680476, 40.681992, 40.680683, 40.679317, 40.678642, 40.67504, 40.675202, 40.67604, 40.677773, 40.678649, 40.679341, 40.680476)))",2940,377,2563,2330,51,1861,40,267,13,98,233,4,288.01,288,01,4028801
"Census Tract 535.02, Queens County, New York",NA,0,0,0,NA,12,12,12,NA,Inf,Inf,Inf,36081053502,"list(list(c(-73.924327, -73.922711, -73.921538, -73.91805, -73.915167, -73.913261, -73.914954, -73.915663, -73.92404, -73.924327, 40.715568, 40.716478, 40.716795, 40.717765, 40.718555, 40.715067, 40.713943, 40.713469, 40.714008, 40.715568)))",0,0,0,0,0,0,0,0,0,0,0,4,535.02,535,02,4053502
"Census Tract 484.01, Bronx County, New York",83583,4012,2088,1924,19752,582,601,400,0.23631599727217256,0.14506480558325024,0.2878352490421456,0.2079002079002079,36005048401,"list(list(c(-73.84044, -73.837727, -73.837019, -73.835913, -73.835271, -73.836434, -73.835549, -73.834674, -73.834452, -73.829473, -73.828135, -73.82492, -73.824492, -73.82519, -73.827896, -73.830337, -73.83281, -73.833618, -73.834047, -73.834346, -73.836218, -73.836641, -73.838743, -73.83951, -73.84044, 40.884734, 40.885417, 40.885141, 40.884695, 40.88591, 40.888935, 40.889133, 40.889332, 40.889363, 40.889083, 40.888579, 40.88785, 40.887378, 40.886982, 40.885952, 40.884969, 40.884472, 40.884186, 
40.88399, 40.88385, 40.882393, 40.88212, 40.881266, 40.88263, 40.884734)))",3888,802,3086,2982,65,2830,7,44,0,36,104,2,484.01,484,01,2048401
"Census Tract 185.01, Bronx County, New York",38839,2757,193,2564,19311,573,300,531,0.4972064162311079,0.20783460282916214,1.5544041450777202,0.20709828393135726,36005018501,"list(list(c(-73.911694, -73.910307, -73.90896, -73.907722, -73.906571, -73.907031, -73.907228, -73.907739, -73.907844, -73.908461, -73.908709, -73.91057, -73.91131, -73.911794, -73.911694, 40.827759, 40.828773, 40.830226, 40.829823, 40.829452, 40.82828, 40.827783, 40.826492, 40.82622, 40.824624, 40.824067, 40.824648, 40.824849, 40.826428, 40.827759)))",3076,1436,1640,1591,70,1463,14,24,0,20,49,2,185.01,185,01,2018501
"Census Tract 75, Bronx County, New York",27530,6327,1039,5288,8844,864,316,860,0.32124954594987287,0.13655761024182078,0.3041385948026949,0.16263237518910742,36005007500,"list(list(c(-73.911381, -73.910612, -73.910511, -73.910014, -73.909909, -73.908926, -73.908418, -73.907427, -73.906457, -73.905659, -73.906853, -73.906997, -73.906242, -73.905313, -73.906305, -73.907589, -73.908225, -73.909132, -73.90991, -73.911025, -73.911942, -73.911381, 40.817373, 40.819224, 40.8195, 40.820926, 40.821241, 40.820963, 40.822181, 40.821945, 40.821715, 40.821557, 40.818686, 40.81834, 40.818158, 40.817925, 40.817371, 40.816596, 40.816203, 40.815941, 40.815936, 40.815977, 40.816047, 
40.817373)))",6749,4218,2531,2426,199,2080,18,72,2,55,105,2,75,75,00,2007500
"Census Tract 342, Bronx County, New York",62065,1698,1057,641,15292,455,258,389,0.24638685249335374,0.267962308598351,0.24408703878902555,0.6068642745709828,36005034200,"list(list(c(-73.861537, -73.861498, -73.861433, -73.861391, -73.861379, -73.860367, -73.859427, -73.858488, -73.858541, -73.858571, -73.858602, -73.858673, -73.859613, -73.861562, -73.861537, 40.866302, 40.867782, 40.869603, 40.870923, 40.871336, 40.871319, 40.871301, 40.871284, 40.869551, 40.868571, 40.867734, 40.865495, 40.865512, 40.86555, 40.866302)))",1732,635,1097,1057,103,826,4,93,1,30,40,2,342,342,00,2034200
"Census Tract 428, Bronx County, New York",95096,1976,1362,614,32468,425,446,172,0.3414234037183478,0.21508097165991902,0.3274596182085169,0.28013029315960913,36005042800,"list(list(c(-73.848629, -73.847744, -73.846875, -73.845105, -73.844165, -73.842788, -73.843655, -73.844542, -73.845426, -73.846295, -73.847181, -73.848063, -73.848629, 40.895914, 40.896109, 40.8963, 40.89669, 40.896896, 40.893094, 40.892906, 40.892708, 40.892516, 40.892324, 40.892128, 40.894437, 40.895914)))",2230,359,1871,1777,37,1655,4,29,5,47,94,2,428,428,00,2042800
