name,med_hh_inc_tract_estimate,pop_total_tract_estimate,pop_owner_tract_estimate,pop_renter_tract_estimate,med_hh_inc_tract_moe,pop_total_tract_moe,pop_owner_tract_moe,pop_renter_tract_moe,med_hh_inc_tract_moe_rate,pop_total_tract_moe_rate,pop_owner_tract_moe_rate,pop_renter_tract_moe_rate,geoid,geometry,pop_total,pop_hislat,pop_nonhil,pop_nonhil1r,pop_white,pop_black,pop_amind,pop_asian,pop_pacil,pop_other1r,pop_nonhil2r,borough,census_tract_raw,census_tract_predot,census_tract_postdot,bct2020
"Census Tract 144, Bronx County, New York",18552,5468,1207,4261,7514,1126,739,864,0.405023717119448,0.20592538405267008,0.6122618061309031,0.202769302980521,36005014400,"list(list(c(-73.829459, -73.827882, -73.824638, -73.822249, -73.81914, -73.818889, -73.818085, -73.819862, -73.82159, -73.820567, -73.821429, -73.82319, -73.824191, -73.825369, -73.826717, -73.828329, -73.829459, 40.822377, 40.823176, 40.824766, 40.823919, 40.822347, 40.821855, 40.820482, 40.81987, 40.819281, 40.817592, 40.817291, 40.816673, 40.818385, 40.820212, 40.821819, 40.82104, 40.822377)))",6046,3927,2119,2048,221,1641,9,123,1,53,71,2,144,144,00,2014400
"Census Tract 287, Bronx County, New York",56250,3240,576,2664,16660,544,277,575,0.29617777777777776,0.16790123456790124,0.4809027777777778,0.21584084084084085,36005028700,"list(list(c(-73.908012, -73.906475, -73.904721, -73.904017, -73.902568, -73.901587, -73.902822, -73.903434, -73.903937, -73.90471, -73.90545, -73.906495, -73.907259, -73.908012, 40.8824, 40.883732, 40.885242, 40.884772, 40.883839, 40.883482, 40.881687, 40.880822, 40.880134, 40.880554, 40.880967, 40.881549, 40.88197, 40.8824)))",3953,2510,1443,1364,670,320,2,328,7,37,79,2,287,287,00,2028700
"Census Tract 181.01, Bronx County, New York",44426,3422,163,3259,32685,733,177,754,0.735717822896502,0.21420222092343658,1.0858895705521472,0.23135931267259896,36005018101,"list(list(c(-73.917446, -73.916752, -73.915857, -73.91497, -73.914079, -73.915008, -73.915699, -73.91641, -73.917285, -73.91811, -73.917446, 40.83113, 40.832322, 40.833839, 40.833588, 40.833286, 40.831723, 40.830536, 40.82929, 40.829655, 40.830005, 40.83113)))",3299,1892,1407,1339,72,1219,3,28,0,17,68,2,181.01,181,01,2018101
"Census Tract 179.02, Bronx County, New York",40236,3950,0,3950,15598,734,12,734,0.38766278954170397,0.1858227848101266,Inf,0.1858227848101266,36005017902,"list(list(c(-73.915328, -73.91478, -73.914238, -73.913755, -73.912708, -73.912265, -73.91139, -73.9129, -73.913793, -73.914817, -73.915871, -73.915328, 40.836954, 40.837517, 40.838109, 40.838743, 40.83836, 40.838198, 40.837866, 40.835297, 40.8356, 40.83599, 40.836393, 40.836954)))",3447,2130,1317,1279,51,1198,2,14,2,12,38,2,179.02,179,02,2017902
"Census Tract 157, Kings County, New York",153750,4317,1892,2425,19745,666,402,679,0.1284227642276423,0.15427380125086865,0.2124735729386892,0.28,36047015700,"list(list(c(-73.979415, -73.978822, -73.97839, -73.97796, -73.977056, -73.97575, -73.975467, -73.973338, -73.972955, -73.973385, -73.97382, -73.974698, -73.975196, -73.977558, -73.979917, -73.979415, 40.67346, 40.674171, 40.674805, 40.675438, 40.675086, 40.674577, 40.674467, 40.673637, 40.673488, 40.672854, 40.672222, 40.671175, 40.670576, 40.671715, 40.672858, 40.67346)))",4447,325,4122,3839,3339,150,4,298,2,46,283,3,157,157,00,3015700
"Census Tract 216, Kings County, New York",36934,3774,916,2858,5181,763,559,708,0.1402772513131532,0.20217276099629042,0.6102620087336245,0.24772568229531142,36047021600,"list(list(c(-74.004107, -74.003388, -74.001957, -74.000016, -73.997813, -73.995617, -73.997359, -73.999561, -74.001764, -74.003989, -74.004107, 40.63406, 40.634538, 40.635497, 40.634326, 40.632996, 40.631667, 40.629986, 40.631315, 40.632645, 40.63399, 40.63406)))",4280,208,4072,3963,3141,23,2,661,0,136,109,3,216,216,00,3021600
"Census Tract 151, Queens County, New York",69547,2568,587,1981,28408,447,223,373,0.40847196859677626,0.17406542056074767,0.3798977853492334,0.18828874305906107,36081015100,"list(list(c(-73.913897, -73.911799, -73.910991, -73.910192, -73.909391, -73.908592, -73.907794, -73.9096, -73.909885, -73.910684, -73.91149, -73.913087, -73.913897, 40.759818, 40.76239, 40.762011, 40.761638, 40.761264, 40.76089, 40.760518, 40.758294, 40.757946, 40.758319, 40.758693, 40.759438, 40.759818)))",2675,646,2029,1902,1455,51,2,335,1,58,127,4,151,151,00,4015100
"Census Tract 40.02, Queens County, New York",51650,1583,695,888,42470,638,599,216,0.8222652468538239,0.40303221730890715,0.8618705035971223,0.24324324324324326,36081004002,"list(list(c(-73.845186, -73.843231, -73.84237, -73.841196, -73.839922, -73.839521, -73.839764, -73.843074, -73.844724, -73.847868, -73.845186, 40.682254, 40.682775, 40.683018, 40.683351, 40.681187, 40.679962, 40.679997, 40.680463, 40.680707, 40.681487, 40.682254)))",1361,472,889,778,118,73,12,514,0,61,111,4,40.02,40,02,4004002
"Census Tract 515, Queens County, New York",85599,3501,2408,1093,9213,528,580,378,0.10762976202993026,0.15081405312767782,0.24086378737541528,0.3458371454711802,36081051500,"list(list(c(-73.905181, -73.902597, -73.90108, -73.900996, -73.90001, -73.899022, -73.899066, -73.899143, -73.899172, -73.899246, -73.900242, -73.901226, -73.902618, -73.90312, -73.905684, -73.905181, 40.728957, 40.732104, 40.733908, 40.734009, 40.73485, 40.735149, 40.733972, 40.73204, 40.731359, 40.72905, 40.729019, 40.728632, 40.729343, 40.727375, 40.72855, 40.728957)))",3126,771,2355,2304,1802,30,0,459,0,13,51,4,515,515,00,4051500
"Census Tract 365, Queens County, New York",52347,2794,1276,1518,11438,562,448,389,0.21850344814411524,0.20114531138153185,0.3510971786833856,0.25625823451910407,36081036500,"list(list(c(-73.868255, -73.866975, -73.865265, -73.864335, -73.863392, -73.863175, -73.862807, -73.863715, -73.86657, -73.867463, -73.867801, -73.868255, 40.761806, 40.761604, 40.761297, 40.761143, 40.760978, 40.759778, 40.757759, 40.757726, 40.757536, 40.757442, 40.759291, 40.761806)))",4142,3414,728,680,39,429,6,168,0,38,48,4,365,365,00,4036500
"Census Tract 516.02, Kings County, New York",64583,3703,291,3412,15239,621,153,641,0.23595992753510986,0.16770186335403728,0.5257731958762887,0.18786635404454866,36047051602,"list(list(c(-73.959727, -73.958753, -73.957919, -73.957637, -73.955638, -73.957125, -73.958003, -73.958966, -73.959377, -73.959727, 40.643332, 40.643772, 40.644143, 40.642689, 40.640504, 40.640169, 40.639761, 40.639305, 40.641471, 40.643332)))",3874,741,3133,2916,349,2374,23,121,0,49,217,3,516.02,516,02,3051602
"Census Tract 796.02, Kings County, New York",64760,4949,644,4305,12743,779,247,783,0.19677269919703522,0.15740553647201455,0.38354037267080743,0.1818815331010453,36047079602,"list(list(c(-73.959696, -73.9563, -73.956164, -73.95601, -73.955907, -73.955825, -73.958707, -73.958926, -73.959151, -73.959329, -73.959451, -73.959696, 40.654839, 40.655049, 40.653777, 40.652314, 40.651369, 40.65053, 40.650387, 40.651212, 40.652145, 40.652928, 40.653575, 40.654839)))",4489,700,3789,3538,711,2597,7,158,0,65,251,3,796.02,796,02,3079602
"Census Tract 1058.01, Kings County, New York",21044,5797,34,5763,12454,653,33,655,0.5918076411328644,0.11264447127824737,0.9705882352941176,0.11365608190178726,36047105801,"list(list(c(-73.886282, -73.884653, -73.882213, -73.881722, -73.878436, -73.876104, -73.874892, -73.876082, -73.87729, -73.881481, -73.882413, -73.884113, -73.884806, -73.886282, 40.652756, 40.653451, 40.654498, 40.653754, 40.649327, 40.646215, 40.645095, 40.643293, 40.643842, 40.647601, 40.64844, 40.649956, 40.650765, 40.652756)))",7013,1278,5735,5466,1387,3760,16,259,0,44,269,3,1058.01,1058,01,3105801
"Census Tract 329, Kings County, New York",46618,6065,1677,4388,16022,1325,1250,573,0.343686987858767,0.21846661170651277,0.7453786523553966,0.13058340929808568,36047032900,"list(list(c(-73.953849, -73.950974, -73.949407, -73.948166, -73.945463, -73.942696, -73.942829, -73.945613, -73.947914, -73.95081, -73.9537, -73.953786, -73.953849, 40.663728, 40.663905, 40.664005, 40.664082, 40.664226, 40.664055, 40.662847, 40.662676, 40.662533, 40.662354, 40.662174, 40.662947, 40.663728)))",5707,721,4986,4708,1848,2564,7,98,0,191,278,3,329,329,00,3032900
"Census Tract 1032.01, Queens County, New York",42390,5981,1022,4959,8743,908,512,856,0.20625147440434063,0.1518140779133924,0.5009784735812133,0.1726154466626336,36081103201,"list(list(c(-73.759824, -73.759736, -73.75891, -73.757235, -73.754732, -73.753458, -73.750088, -73.74912, -73.747194, -73.746942, -73.749883, -73.752421, -73.752914, -73.754419, -73.755274, -73.757594, -73.757784, -73.760953, -73.759824, 40.609647, 40.610155, 40.611206, 40.610993, 40.610405, 40.61052, 40.611641, 40.611794, 40.611998, 40.611775, 40.610338, 40.607872, 40.606912, 40.604978, 40.605334, 40.605802, 40.605832, 40.606452, 40.609647)))",6986,2659,4327,3992,188,3567,42,106,2,87,335,4,1032.01,1032,01,4103201
"Census Tract 489, Kings County, New York",19269,3591,0,3591,11042,796,12,796,0.5730447869635166,0.22166527429685323,Inf,0.22166527429685323,36047048900,"list(list(c(-73.94103, -73.939313, -73.938599, -73.937631, -73.936982, -73.93763, -73.94042, -73.940726, -73.94103, 40.704637, 40.704815, 40.704066, 40.703374, 40.70191, 40.701739, 40.701077, 40.702901, 40.704637)))",3757,2176,1581,1514,62,1401,2,32,0,17,67,3,489,489,00,3048900
"Census Tract 444, Kings County, New York",47381,3458,1266,2192,18027,606,433,553,0.38046896435279964,0.17524580682475419,0.3420221169036335,0.2522810218978102,36047044400,"list(list(c(-73.973358, -73.971412, -73.969112, -73.96774, -73.965739, -73.965287, -73.966215, -73.967286, -73.968657, -73.97003, -73.970955, -73.971881, -73.972903, -73.973358, 40.616541, 40.616757, 40.61701, 40.617161, 40.61738, 40.614992, 40.614892, 40.614773, 40.614622, 40.614469, 40.614369, 40.614266, 40.614153, 40.616541)))",3260,304,2956,2892,2531,64,1,252,0,44,64,3,444,444,00,3044400
"Census Tract 731, Queens County, New York",107258,1535,1167,368,49568,275,240,154,0.46213802233866,0.1791530944625407,0.20565552699228792,0.41847826086956524,36081073100,"list(list(c(-73.850334, -73.849525, -73.84912, -73.84476, -73.843282, -73.842555, -73.840692, -73.843016, -73.84412, -73.846027, -73.849975, -73.850916, -73.850334, 40.711371, 40.712654, 40.7133, 40.711706, 40.711166, 40.710904, 40.710153, 40.709176, 40.709378, 40.709689, 40.710321, 40.710471, 40.711371)))",1550,173,1377,1305,784,32,0,483,0,6,72,4,731,731,00,4073100
"Census Tract 803.01, Queens County, New York",60047,3804,1716,2088,6507,880,662,509,0.108365113994038,0.231335436382755,0.38578088578088576,0.24377394636015326,36081080301,"list(list(c(-73.835676, -73.835503, -73.835399, -73.834629, -73.833099, -73.831255, -73.830609, -73.830742, -73.83093, -73.831184, -73.831422, -73.829418, -73.829301, -73.827294, -73.825806, -73.824262, -73.82498, -73.825234, -73.825383, -73.826663, -73.830311, -73.835925, -73.835676, 40.744851, 40.745328, 40.74552, 40.746896, 40.747994, 40.748106, 40.749026, 40.748071, 40.748099, 40.746538, 40.745127, 40.744932, 40.745633, 40.745436, 40.744578, 40.744421, 40.743106, 40.742529, 40.742295, 40.742576, 
40.742972, 40.743501, 40.744851)))",4828,953,3875,3834,448,57,2,3284,1,42,41,4,803.01,803,01,4080301
"Census Tract 658, Kings County, New York",82422,1740,1530,210,37991,285,265,98,0.4609327606706947,0.16379310344827586,0.17320261437908496,0.4666666666666667,36047065800,"list(list(c(-73.93316, -73.931345, -73.929524, -73.927691, -73.929868, -73.931697, -73.933513, -73.932801, -73.934622, -73.93316, 40.611381, 40.609747, 40.608117, 40.60648, 40.605071, 40.606714, 40.608343, 40.608805, 40.610442, 40.611381)))",1844,205,1639,1588,1165,31,1,380,0,11,51,3,658,658,00,3065800
"Census Tract 676, Kings County, New York",86027,1773,950,823,13558,516,368,482,0.15760168319248608,0.2910321489001692,0.3873684210526316,0.5856622114216282,36047067600,"list(list(c(-73.931307, -73.928316, -73.92766, -73.926709, -73.925826, -73.924918, -73.92471, -73.924469, -73.926366, -73.927369, -73.929311, -73.930282, -73.93125, -73.932195, -73.931307, 40.62385, 40.625785, 40.626211, 40.626821, 40.627392, 40.627984, 40.62601, 40.623743, 40.623622, 40.623562, 40.623441, 40.623381, 40.623321, 40.623269, 40.62385)))",1622,141,1481,1380,133,1127,4,84,0,32,101,3,676,676,00,3067600
"Census Tract 772, Kings County, New York",70876,3242,1702,1540,7913,615,597,398,0.11164569106608725,0.18969771745835903,0.3507638072855464,0.2584415584415584,36047077200,"list(list(c(-73.957299, -73.956365, -73.955473, -73.955791, -73.956241, -73.954388, -73.953423, -73.952462, -73.95201, -73.951059, -73.950838, -73.949593, -73.947543, -73.947458, -73.950448, -73.950177, -73.951106, -73.954885, -73.955812, -73.956847, -73.957124, -73.957299, 40.630512, 40.631186, 40.631431, 40.633118, 40.635509, 40.635711, 40.635817, 40.635922, 40.633531, 40.633635, 40.632354, 40.632491, 40.631581, 40.63059, 40.63026, 40.628852, 40.62875, 40.628336, 40.628234, 40.62812, 40.629586, 
40.630512)))",3070,395,2675,2478,1007,1249,4,176,1,41,197,3,772,772,00,3077200
"Census Tract 1203, Queens County, New York",61250,1433,934,499,37277,310,295,202,0.6086040816326531,0.21632937892533147,0.3158458244111349,0.40480961923847697,36081120300,"list(list(c(-73.816543, -73.81402, -73.813334, -73.811924, -73.811514, -73.809135, -73.807506, -73.811618, -73.814162, -73.815373, -73.816543, 40.74826, 40.749926, 40.750372, 40.751288, 40.750455, 40.750269, 40.750137, 40.747665, 40.746139, 40.747218, 40.74826)))",1818,196,1622,1606,142,16,0,1443,0,5,16,4,1203,1203,00,4120300
"Census Tract 1579.02, Queens County, New York",99853,4327,3937,390,31840,704,765,268,0.31886873704345386,0.16269932978969262,0.19431038862077724,0.6871794871794872,36081157902,"list(list(c(-73.717625, -73.713432, -73.710296, -73.709971, -73.709309, -73.708614, -73.707947, -73.707186, -73.706514, -73.710124, -73.711027, -73.711931, -73.71371, -73.71477, -73.715783, -73.715892, -73.716568, -73.717406, -73.717625, 40.744028, 40.746247, 40.747908, 40.747034, 40.745249, 40.743364, 40.741578, 40.73953, 40.737722, 40.736946, 40.736751, 40.736557, 40.736175, 40.7379, 40.739894, 40.740137, 40.74165, 40.743511, 40.744028)))",3757,325,3432,3325,758,149,12,2300,7,99,107,4,1579.02,1579,02,4157902
"Census Tract 944.01, Kings County, New York",74688,3378,2318,1060,29498,540,459,408,0.39494965724078834,0.15985790408525755,0.19801553062985333,0.3849056603773585,36047094401,"list(list(c(-73.926788, -73.926146, -73.926082, -73.925743, -73.925382, -73.923565, -73.923327, -73.921609, -73.919729, -73.919556, -73.919462, -73.91929, -73.919172, -73.921017, -73.922832, -73.925706, -73.927448, -73.926788, 40.636108, 40.637568, 40.638163, 40.640014, 40.642384, 40.642499, 40.6399, 40.641687, 40.642725, 40.641185, 40.640239, 40.638596, 40.63747, 40.636528, 40.635543, 40.635367, 40.635259, 40.636108)))",3447,128,3319,3128,58,3030,1,20,0,19,191,3,944.01,944,01,3094401
"Census Tract 990, Kings County, New York",88011,1687,1097,590,17221,317,261,239,0.19566872322777834,0.1879075281564908,0.23792160437556972,0.40508474576271186,36047099000,"list(list(c(-73.901933, -73.898828, -73.897011, -73.895191, -73.897583, -73.8983, -73.900111, -73.901933, 40.640001, 40.642005, 40.640374, 40.638742, 40.637196, 40.636736, 40.638365, 40.640001)))",1652,132,1520,1437,63,1262,1,72,0,39,83,3,990,990,00,3099000
"Census Tract 1024, Kings County, New York",89444,2323,1532,791,23345,466,467,296,0.26100129690085416,0.20060266896254844,0.3048302872062663,0.37420986093552466,36047102400,"list(list(c(-73.895403, -73.89476, -73.893949, -73.893234, -73.891557, -73.889695, -73.892138, -73.892771, -73.895, -73.89686, -73.895403, 40.632991, 40.633405, 40.633932, 40.634393, 40.635475, 40.633802, 40.632223, 40.631809, 40.630386, 40.63205, 40.632991)))",2257,155,2102,1966,131,1691,11,98,0,35,136,3,1024,1024,00,3102400
"Census Tract 118, New York County, New York",147434,9027,3262,5765,28488,838,771,907,0.1932254432491827,0.09283261327129722,0.23635806253832006,0.15732870771899393,36061011800,"list(list(c(-73.963843, -73.963401, -73.962929, -73.96247, -73.962014, -73.961403, -73.959777, -73.957412, -73.957869, -73.958781, -73.95924, -73.959695, -73.962064, -73.964299, -73.963843, 40.765309, 40.765911, 40.766559, 40.767185, 40.767812, 40.767554, 40.766868, 40.765868, 40.765242, 40.76399, 40.763366, 40.76274, 40.763735, 40.764683, 40.765309)))",9688,508,9180,8811,7729,98,2,936,1,45,369,1,118,118,00,1011800
"Census Tract 191, New York County, New York",131132,8857,3508,5349,28760,1211,907,946,0.21932098953726017,0.13672801174212487,0.25855188141391106,0.17685548700691717,36061019100,"list(list(c(-73.9789376576, -73.972899, -73.970047, -73.968584, -73.967878, -73.965711, -73.966206, -73.966662, -73.967575, -73.969001, -73.970423, -73.971924, -73.974714, -73.9807020170417, -73.9789376576, 40.8057605227351, 40.803383, 40.802265, 40.801636, 40.801354, 40.800437, 40.799761, 40.799133, 40.79787, 40.798476, 40.799071, 40.799705, 40.800851, 40.8033324240664, 40.8057605227351)))",9005,1431,7574,7214,5528,731,1,887,5,62,360,1,191,191,00,1019100
"Census Tract 161, New York County, New York",126350,6529,2527,4002,23752,687,520,725,0.18798575385833002,0.10522285189156073,0.20577760189948555,0.18115942028985507,36061016100,"list(list(c(-73.98021, -73.979748, -73.979586, -73.979285, -73.978823, -73.975981, -73.976428, -73.973571, -73.974067, -73.974532, -73.974997, -73.977831, -73.980673, -73.98021, 40.780561, 40.781195, 40.781419, 40.781839, 40.782465, 40.781267, 40.780654, 40.779478, 40.778805, 40.778168, 40.777533, 40.77873, 40.779925, 40.780561)))",6617,539,6078,5782,5116,125,0,505,2,34,296,1,161,161,00,1016100
"Census Tract 183, New York County, New York",150000,7727,3171,4556,62239,1539,1331,731,0.41492666666666667,0.1991717354730167,0.41974140649637337,0.16044776119402984,36061018300,"list(list(c(-73.9825778374076, -73.976492, -73.97583, -73.97413, -73.973651, -73.972257, -73.970836, -73.969415, -73.96987, -73.970368, -73.970858, -73.971316, -73.972739, -73.973435, -73.974162, -73.976233, -73.978316, -73.9844174404187, -73.9825778374076, 40.8007509336822, 40.798289, 40.798022, 40.797341, 40.797149, 40.796561, 40.795963, 40.795361, 40.794736, 40.794051, 40.79338, 40.792753, 40.793353, 40.793646, 40.793952, 40.794828, 40.795687, 40.7982192853589, 40.8007509336822)))",8534,1125,7409,7005,5494,484,12,907,0,108,404,1,183,183,00,1018300
"Census Tract 38, New York County, New York",65190,8462,808,7654,10531,1235,597,1285,0.16154318146955055,0.1459465847317419,0.7388613861386139,0.16788607264175595,36061003800,"list(list(c(-73.991638, -73.991548, -73.991285, -73.99079, -73.990359, -73.989902, -73.989482, -73.987239, -73.984875, -73.985753, -73.986176, -73.986623, -73.987053, -73.987502, -73.98987, -73.991794, -73.991638, 40.726833, 40.727089, 40.727762, 40.728352, 40.728929, 40.729558, 40.730133, 40.729192, 40.728194, 40.726988, 40.726409, 40.725796, 40.725203, 40.724584, 40.725582, 40.726391, 40.726833)))",9070,1132,7938,7536,5909,318,3,1245,8,53,402,1,38,38,00,1003800
"Census Tract 121, Richmond County, New York",124697,2903,2841,62,33509,532,532,45,0.26872338548641905,0.18325869789872545,0.1872580077437522,0.7258064516129032,36085012100,"list(list(c(-74.11619, -74.113359, -74.111227, -74.110203, -74.109299, -74.108113, -74.105768, -74.105063, -74.104844, -74.104588, -74.104256, -74.104453, -74.106016, -74.106822, -74.110015, -74.110944, -74.113309, -74.113934, -74.116143, -74.11619, 40.628941, 40.629282, 40.629685, 40.629874, 40.63004, 40.630256, 40.630569, 40.627178, 40.626207, 40.625098, 40.623682, 40.622913, 40.622138, 40.621794, 40.620688, 40.621195, 40.623042, 40.62433, 40.628702, 40.628941)))",3212,384,2828,2741,2539,31,0,156,0,15,87,5,121,121,00,5012100
