ct2010,fz20_100y,fz50_100y,fz50_500y,in_fz,fz_cat,objectid,geoid,state,county,tract,eacode,eaname,hcv_public,hcv_pct_re,hcv_publ_1,shape_leng,shape_area,geometry
2042800,0,0,0,0,NA,67797,36005042800,36,005,042800,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",13,4.28000021,4.28000021,0.017167465035471,1.8080293688e-5,"list(list(c(-73.842788, -73.8436550009999, -73.8445419999999, -73.845426001, -73.846294999, -73.847181001, -73.848063001, -73.848629, -73.847744, -73.846874999, -73.845989, -73.8451049999999, -73.844165, -73.8439559999999, -73.843743, -73.842788, 40.893093999, 40.892906, 40.892708, 40.8925159990001, 40.892323999, 40.892127999, 40.894436999, 40.8959139990001, 40.896108999, 40.8962999990001, 40.8964950000001, 40.896689999, 40.896895999, 40.8961889990001, 40.8956209990001, 40.893093999)))"
2042901,0,0,0,0,NA,57694,36005042901,36,005,042901,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",178,15.98999977,15.98999977,0.019981790332462,1.0923692463e-5,"list(list(c(-73.870944, -73.8716049989999, -73.872553, -73.8743669999999, -73.874938, -73.875885, -73.876684, -73.877514, -73.87699, -73.876491, -73.875592, -73.8747, -73.873691999, -73.87292, -73.8721159999999, -73.871596, -73.870944, 40.8785109990001, 40.876921999, 40.8751749990001, 40.8727010000001, 40.872958999, 40.873410999, 40.873791999, 40.874138999, 40.8748209990001, 40.8754989990001, 40.8752539990001, 40.8750019990001, 40.8763519990001, 40.876026999, 40.8769609990001, 40.8786459990001, 40.8785109990001
)))"
2042902,0,0,0,0,NA,59167,36005042902,36,005,042902,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",204,16.29000092,16.29000092,0.014382807543535,1.0103476138e-5,"list(list(c(-73.871596, -73.8721159999999, -73.87292, -73.873691999, -73.8747, -73.875592, -73.876491, -73.875895, -73.8752679999999, -73.874734, -73.874387, -73.873483, -73.8725449999999, -73.871596, 40.8786459990001, 40.8769609990001, 40.876026999, 40.8763519990001, 40.8750019990001, 40.8752539990001, 40.8754989990001, 40.8763019990001, 40.8771399990001, 40.8778999990001, 40.8790550000001, 40.8788549990001, 40.878745999, 40.8786459990001)))"
2043000,0,0,0,0,NA,59168,36005043000,36,005,043000,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",13,2.9000001,2.9000001,0.019048327584121,2.202983313e-5,"list(list(c(-73.847181001, -73.8480709999999, -73.8489499999999, -73.849839, -73.850691, -73.851829, -73.853403, -73.8544919999999, -73.854067, -73.853674, -73.853262, -73.8531359999999, -73.852155, -73.851285, -73.850399, -73.8495139999999, -73.848629, -73.848063001, -73.847181001, 40.892127999, 40.8919319980001, 40.891738999, 40.8915429990001, 40.8913029990001, 40.891629999, 40.8921319990001, 40.892478999, 40.893248999, 40.8939569990001, 40.8946990000001, 40.8949219990001, 40.895136999, 40.895327998, 
40.895522999, 40.8957179990001, 40.8959139990001, 40.894436999, 40.892127999)))"
2043100,0,0,0,0,NA,51953,36005043100,36,005,043100,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",357,10.93000031,10.93000031,0.033782560783839,2.2925032504e-5,"list(list(c(-73.870944, -73.871596, -73.8725449999999, -73.873483, -73.874387, -73.875365, -73.875956, -73.8767809999999, -73.8776139999999, -73.878487, -73.879353, -73.880456, -73.881244, -73.8799739999999, -73.879363, -73.877918001, -73.877834, -73.877607, -73.877729, -73.878126, -73.87717, -73.876258, -73.8753369999999, -73.874675, -73.874792, -73.874946, -73.874067, -73.873073, -73.8719179999999, -73.87092, -73.870241, -73.870944, 40.8785109990001, 40.8786459990001, 40.878745999, 40.8788549990001, 
40.8790550000001, 40.879578999, 40.8798649990001, 40.880258999, 40.880659999, 40.8810759990001, 40.8815069990001, 40.882219999, 40.882709999, 40.8843949990001, 40.8852179990001, 40.887211999, 40.8867980000001, 40.8845229990001, 40.883453999, 40.882153999, 40.881993999, 40.881831999, 40.881671999, 40.881562999, 40.880074999, 40.8799479990001, 40.8800389990001, 40.8801339990001, 40.880236999, 40.880257999, 40.8802299990001, 40.8785109990001)))"
2043400,0,0,0,0,NA,54028,36005043400,36,005,043400,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",71,7.15999985,7.15999985,0.031832655479396,3.7506108322e-5,"list(list(c(-73.846935999, -73.8474239989999, -73.848219, -73.8490859999999, -73.850047, -73.850649, -73.8512230009999, -73.8513439989999, -73.851964999, -73.852435, -73.852567001, -73.852788, -73.8531359999999, -73.853262, -73.853674, -73.854067, -73.8544919999999, -73.8552539999999, -73.8556639999999, -73.857368, -73.856956, -73.8565609999999, -73.85616, -73.855249, -73.854935, -73.854499, -73.854299, -73.8530039999999, -73.851551, -73.850375, -73.850105, -73.84955, -73.8480979999999, -73.847618999, 
-73.847473, -73.847346, -73.84723, -73.8471289999999, -73.847045, -73.846982, -73.846935999, 40.9015199990001, 40.900273999, 40.899827999, 40.899639999, 40.899622999, 40.898850999, 40.898114998, 40.897991, 40.897094999, 40.8962499990001, 40.895972999, 40.895562999, 40.8949219990001, 40.8946990000001, 40.8939569990001, 40.893248999, 40.892478999, 40.8927199990001, 40.8928529990001, 40.8933940000001, 40.894167999, 40.8948730000001, 40.8955969990001, 40.897251999, 40.897723999, 40.8981959990001, 40.898449999, 
40.8999909990001, 40.9020449990001, 40.903427999, 40.903290999, 40.903044999, 40.9023769990001, 40.902161999, 40.902095999, 40.9020209990001, 40.9019339990001, 40.9018360000001, 40.9017299990001, 40.901626999, 40.9015199990001)))"
2043500,0,0,0,0,NA,58115,36005043500,36,005,043500,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",61,100,100,0.146304681493578,7.20938040515e-4,"list(list(c(-73.891928, -73.891805, -73.8883939999999, -73.887984, -73.8862369999999, -73.8861649999999, -73.8861239999999, -73.8860099999999, -73.8854009999999, -73.884832, -73.8847260009999, -73.884245999, -73.884127, -73.884106, -73.8840539999999, -73.8829929999999, -73.882829, -73.8818249989999, -73.8814429999999, -73.880929, -73.880637, -73.8801109999999, -73.879531, -73.879239, -73.8788269999999, -73.87835, -73.8782199999999, -73.878189, -73.878012, -73.877855, -73.877741, -73.877628, -73.876588, 
-73.876455, -73.876229, -73.875599001, -73.875559, -73.8747969999999, -73.874623, -73.874086999, -73.873949, -73.8729129989999, -73.872735, -73.87094, -73.870731, -73.869046, -73.867876, -73.8680419999999, -73.868247001, -73.868378, -73.868997, -73.870104, -73.871364, -73.8730179999999, -73.87389, -73.8748199999999, -73.875895, -73.876438, -73.8771199999999, -73.8757239989999, -73.874805999, -73.8724099999999, -73.870487, -73.8700689999999, -73.8669169999999, -73.8649169999999, -73.8640169989999, 
-73.863559, -73.8632929999999, -73.862875, -73.862139, -73.8618939999999, -73.861796, -73.8613599999999, -73.862050999, -73.862156, -73.862196, -73.862291, -73.862651999, -73.8630439999999, -73.8638629989999, -73.8645999999999, -73.86538, -73.8662199999999, -73.866235, -73.8662619999999, -73.8662649999999, -73.866248, -73.866208, -73.866149, -73.866071, -73.865982, -73.8670529999999, -73.868119, -73.868846, -73.869121, -73.869223999, -73.86931, -73.869435, -73.869628, -73.8697539999999, -73.8699839989999, 
-73.870148, -73.870412001, -73.870944, -73.870241, -73.87092, -73.8719179999999, -73.873073, -73.874067, -73.874946, -73.874792, -73.874675, -73.8753369999999, -73.876258, -73.87717, -73.878126, -73.877729, -73.877607, -73.877834, -73.877918001, -73.879363, -73.8799739999999, -73.881244, -73.882087, -73.8824779999999, -73.882673, -73.882922, -73.88319, -73.8835079999999, -73.883864, -73.884106999, -73.884378999, -73.884552, -73.885165, -73.8858729999999, -73.886446999, -73.886761, -73.8870259999999, 
-73.8875439999999, -73.888896, -73.889847, -73.8908059999999, -73.891766001, -73.892886, -73.894529, -73.8947239999999, -73.8949919999999, -73.89571, -73.896240999, -73.89658, -73.8968389999999, -73.8971569999999, -73.897383001, -73.898925999, -73.899664, -73.899840001, -73.898387, -73.8979399999999, -73.8978069999999, -73.897115, -73.896693, -73.8964579999999, -73.896584999, -73.8967069999999, -73.8969939999999, -73.897091001, -73.897183, -73.897172, -73.897147001, -73.897049, -73.897035, -73.896992, 
-73.8969480009999, -73.896877999, -73.896857999, -73.8966669989999, -73.8964089999999, -73.896410999, -73.8964349999999, -73.896493, -73.8965459999999, -73.896564, -73.896579, -73.896596, -73.896605999, -73.896630999, -73.8966339999999, -73.8965430009999, -73.892799, -73.8922049999999, -73.891928, 40.9098089990001, 40.909777998, 40.9087200000001, 40.9085929990001, 40.9080519990001, 40.9080299990001, 40.908015999, 40.9079790000001, 40.9079770000001, 40.907723, 40.907684999, 40.9075120000001, 40.907502999, 
40.907500999, 40.907496999, 40.9074229990001, 40.9073819990001, 40.9071339990001, 40.907004, 40.9068300000001, 40.9067449990001, 40.906591, 40.906440999, 40.9063649990001, 40.9061879990001, 40.9059829990001, 40.9059829990001, 40.9059829990001, 40.905964999, 40.905921999, 40.9058879990001, 40.905854, 40.905538999, 40.905496999, 40.905429999, 40.905243999, 40.905231998, 40.9050099990001, 40.904959998, 40.9048069990001, 40.9047669990001, 40.9044669990001, 40.904414998, 40.9038869980001, 40.903826, 40.903332999, 
40.9029829990001, 40.902641999, 40.9023289990001, 40.9021959990001, 40.901558999, 40.900741999, 40.9000389990001, 40.899354999, 40.898964999, 40.898445, 40.8975589990001, 40.896870999, 40.8954689990001, 40.8956229990001, 40.895725999, 40.896241, 40.8966399990001, 40.8965910000001, 40.896082999, 40.895749999, 40.895522999, 40.8953770000001, 40.8952899990001, 40.8951539990001, 40.894914, 40.8948339990001, 40.894802999, 40.8946629980001, 40.8931429990001, 40.892910999, 40.892822999, 40.892613999, 40.8918219990001, 
40.8911159990001, 40.8897499990001, 40.888299999, 40.886883998, 40.8854419990001, 40.885386999, 40.885233999, 40.885078999, 40.8849309990001, 40.884784999, 40.8846429990001, 40.884508999, 40.8843909990001, 40.882255, 40.8800619990001, 40.878586, 40.8786019990001, 40.878523999, 40.8784279990001, 40.8781289990001, 40.8781759990001, 40.878206999, 40.8782689990001, 40.8783139990001, 40.8783749990001, 40.8785109990001, 40.8802299990001, 40.880257999, 40.880236999, 40.8801339990001, 40.8800389990001, 40.8799479990001, 
40.880074999, 40.881562999, 40.881671999, 40.881831999, 40.881993999, 40.882153999, 40.883453999, 40.8845229990001, 40.8867980000001, 40.887211999, 40.8852179990001, 40.8843949990001, 40.882709999, 40.883133, 40.8833270000001, 40.883383, 40.883383, 40.8832849990001, 40.883182999, 40.8831509990001, 40.8831769990001, 40.883247999, 40.8833249990001, 40.883631999, 40.8838929990001, 40.884169, 40.8842979990001, 40.8843189990001, 40.884265999, 40.8845039980001, 40.8846849990001, 40.8848679990001, 40.885049999, 
40.885263998, 40.885503999, 40.8855569990001, 40.885617999, 40.8857809990001, 40.8858769990001, 40.8859379990001, 40.8859859990001, 40.886044999, 40.886086999, 40.886382999, 40.8865069990001, 40.886536999, 40.8893909990001, 40.8904899990001, 40.890676999, 40.8920859990001, 40.893004999, 40.8937060000001, 40.895157999, 40.8958049990001, 40.8978789990001, 40.8985929990001, 40.899346999, 40.8996789990001, 40.8997859990001, 40.900223999, 40.9002879990001, 40.900499999, 40.9007109990001, 40.901040999, 
40.901127999, 40.902006999, 40.9029609990001, 40.904504999, 40.905092999, 40.9063390000001, 40.9075070000001, 40.908287999, 40.9089089990001, 40.9096279990001, 40.910201999, 40.9112069990001, 40.911323999, 40.9112930000001, 40.9100579990001, 40.9098779990001, 40.9098089990001)))"
2043600,0,0,0,0,NA,58116,36005043600,36,005,043600,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",23,7.9000001,7.9000001,0.017679163516629,1.6526224168e-5,"list(list(c(-73.846874999, -73.847744, -73.848629, -73.8495139999999, -73.850399, -73.851285, -73.852155, -73.8531359999999, -73.852788, -73.852567001, -73.852435, -73.851964999, -73.8513439989999, -73.8512230009999, -73.850649, -73.850047, -73.8490859999999, -73.848219, -73.847855, -73.846874999, 40.8962999990001, 40.896108999, 40.8959139990001, 40.8957179990001, 40.895522999, 40.895327998, 40.895136999, 40.8949219990001, 40.895562999, 40.895972999, 40.8962499990001, 40.897094999, 40.897991, 40.898114998, 
40.898850999, 40.899622999, 40.899639999, 40.899827999, 40.898855999, 40.8962999990001)))"
2044200,0,0,0,0,NA,58021,36005044200,36,005,044200,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",53,6.13000011,6.13000011,0.023740215477789,2.5534920182e-5,"list(list(c(-73.845319999, -73.844847, -73.844728001, -73.844713, -73.844702, -73.844389, -73.844301, -73.843364999, -73.843305, -73.842322, -73.8423079999999, -73.8422209999999, -73.841317999, -73.8412910009999, -73.841281, -73.8411359999999, -73.841062, -73.8410479999999, -73.841017, -73.840999, -73.8417919999999, -73.842727, -73.8436629999999, -73.844569001, -73.845471, -73.846627999, -73.846802, -73.846935999, -73.846982, -73.847045, -73.8471289999999, -73.84723, -73.847346, -73.847473, -73.847618999, 
-73.8480979999999, -73.84955, -73.850105, -73.850375, -73.849857, -73.849577, -73.84939, -73.848965, -73.8486829999999, -73.847071, -73.846799, -73.846256, -73.846104, -73.845403, -73.845319999, 40.905582, 40.9053099980001, 40.904731999, 40.9046249990001, 40.9041770000001, 40.904095999, 40.904078, 40.904079999, 40.904079999, 40.903987999, 40.903987999, 40.903985999, 40.903986999, 40.9039129990001, 40.9038860000001, 40.9034869990001, 40.9032139990001, 40.9031620000001, 40.902978999, 40.9028119990001, 
40.9026459990001, 40.9024410000001, 40.902232999, 40.9020369990001, 40.9018380000001, 40.9015889990001, 40.901551999, 40.9015199990001, 40.901626999, 40.9017299990001, 40.9018360000001, 40.9019339990001, 40.9020209990001, 40.902095999, 40.902161999, 40.9023769990001, 40.903044999, 40.903290999, 40.903427999, 40.9040869990001, 40.905026999, 40.9057349990001, 40.9064289990001, 40.9067429990001, 40.906172999, 40.906077999, 40.9058419990001, 40.9057770000001, 40.905603999, 40.905582)))"
2044400,0,0,0,0,NA,54128,36005044400,36,005,044400,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",49,7.46999979,7.46999979,0.025063191369502,3.9012848923e-5,"list(list(c(-73.839649, -73.840723, -73.8415919999999, -73.84248, -73.8433669999999, -73.844165, -73.8451049999999, -73.845989, -73.846874999, -73.847855, -73.848219, -73.8474239989999, -73.846935999, -73.846802, -73.846627999, -73.845471, -73.844569001, -73.8436629999999, -73.842727, -73.8417919999999, -73.840999, -73.8409579999999, -73.840873, -73.840832, -73.840787001, -73.840729, -73.840650001, -73.840562, -73.840445, -73.840209999, -73.84019, -73.840179, -73.8401719999999, -73.840159, -73.840085001, 
-73.840049, -73.8400359999999, -73.8393629999999, -73.839287, -73.839221, -73.839185, -73.8391549999999, -73.839153999, -73.839149, -73.839208001, -73.839241, -73.839257, -73.839391, -73.83951, -73.839649, 40.897890999, 40.8976529990001, 40.897461999, 40.8972669990001, 40.897071999, 40.896895999, 40.896689999, 40.8964950000001, 40.8962999990001, 40.898855999, 40.899827999, 40.900273999, 40.9015199990001, 40.901551999, 40.9015889990001, 40.9018380000001, 40.9020369990001, 40.902232999, 40.9024410000001, 
40.9026459990001, 40.9028119990001, 40.9025159990001, 40.9019789990001, 40.9018189990001, 40.901692999, 40.9015669990001, 40.9014139990001, 40.901283999, 40.901123999, 40.9008040000001, 40.9007769990001, 40.9007619990001, 40.9007529990001, 40.9007349990001, 40.900633999, 40.900584999, 40.900566999, 40.899712999, 40.899594, 40.8994749990001, 40.8993599990001, 40.8992259990001, 40.8991989990001, 40.899060999, 40.8988189990001, 40.898743999, 40.8987069990001, 40.8984099990001, 40.898183999, 40.897890999
)))"
2044800,0,0,0,0,NA,58022,36005044800,36,005,044800,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",11,4.4000001,4.4000001,0.017243218265949,1.7961940121e-5,"list(list(c(-73.838407001, -73.839279, -73.8401469999999, -73.841034, -73.841921, -73.842788, -73.843743, -73.8439559999999, -73.844165, -73.8433669999999, -73.84248, -73.8415919999999, -73.840723, -73.839649, -73.8397199999999, -73.8397239999999, -73.839717999, -73.8396959999999, -73.8396769999999, -73.8396549999999, -73.839615, -73.839411, -73.838985, -73.838407001, 40.894060999, 40.8938689990001, 40.893676999, 40.8934819990001, 40.8932849990001, 40.893093999, 40.8956209990001, 40.8961889990001, 
40.896895999, 40.897071999, 40.8972669990001, 40.897461999, 40.8976529990001, 40.897890999, 40.8976939990001, 40.8976329990001, 40.897510998, 40.8973849990001, 40.897322999, 40.8972489990001, 40.8971399980001, 40.896692999, 40.8956019990001, 40.894060999)))"
2044901,0,0,0,0,NA,57695,36005044901,36,005,044901,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.01802658103238,1.6898633421e-5,"list(list(c(-73.870487, -73.8724099999999, -73.874805999, -73.8757239989999, -73.8771199999999, -73.876438, -73.875895, -73.8748199999999, -73.87389, -73.8730179999999, -73.871364, -73.871098, -73.870977001, -73.87085, -73.8707200009999, -73.870594, -73.870487, 40.8966399990001, 40.896241, 40.895725999, 40.8956229990001, 40.8954689990001, 40.896870999, 40.8975589990001, 40.898445, 40.898964999, 40.899354999, 40.9000389990001, 40.8999469990001, 40.899264999, 40.898586999, 40.897907999, 40.8972279990001, 
40.8966399990001)))"
2044902,0,0,0,0,NA,61319,36005044902,36,005,044902,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.018194534722304,1.6745486887e-5,"list(list(c(-73.867447001, -73.8673199999999, -73.867195001, -73.867068, -73.8669169999999, -73.8700689999999, -73.870487, -73.870594, -73.8707200009999, -73.87085, -73.870977001, -73.871098, -73.871364, -73.870104, -73.868997, -73.868378, -73.868247001, -73.8680419999999, -73.868081, -73.867955001, -73.867827, -73.867701, -73.8675729999999, -73.867447001, 40.898952998, 40.898271999, 40.897591999, 40.896913999, 40.896082999, 40.8965910000001, 40.8966399990001, 40.8972279990001, 40.897907999, 40.898586999, 
40.899264999, 40.8999469990001, 40.9000389990001, 40.900741999, 40.901558999, 40.9021959990001, 40.9023289990001, 40.902641999, 40.9023499990001, 40.901669999, 40.900989999, 40.900312, 40.8996310000001, 40.898952998)))"
2045101,0,0,0,0,NA,51961,36005045101,36,005,045101,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.020842788329806,1.8807964086e-5,"list(list(c(-73.8611129989999, -73.861465, -73.862875, -73.8632929999999, -73.863559, -73.8640169989999, -73.8649169999999, -73.8669169999999, -73.867068, -73.867195001, -73.8673199999999, -73.867447001, -73.8650919999999, -73.863483, -73.8637689999999, -73.86222, -73.861916, -73.8613349999999, -73.861457, -73.8614709999999, -73.8614229999999, -73.861295, -73.8611129989999, 40.897588999, 40.8971579990001, 40.8951539990001, 40.8952899990001, 40.8953770000001, 40.895522999, 40.895749999, 40.896082999, 
40.896913999, 40.897591999, 40.898271999, 40.898952998, 40.8992059990001, 40.899372999, 40.8986570000001, 40.8988159990001, 40.898829999, 40.9001899990001, 40.899526999, 40.899147999, 40.898538999, 40.8980989990001, 40.897588999)))"
2045102,0,0,0,0,NA,58023,36005045102,36,005,045102,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.027280051604504,2.2014616063e-5,"list(list(c(-73.8626429999999, -73.862557, -73.862401, -73.862041, -73.86159, -73.860956, -73.8607749999999, -73.8603209999999, -73.8602569999999, -73.860104, -73.8600059999999, -73.859633, -73.859258, -73.860238, -73.860993, -73.8611129989999, -73.861295, -73.8614229999999, -73.8614709999999, -73.861457, -73.8613349999999, -73.861916, -73.86222, -73.8637689999999, -73.863483, -73.8650919999999, -73.867447001, -73.8675729999999, -73.867701, -73.867827, -73.867955001, -73.868081, -73.8680419999999, 
-73.867876, -73.866952, -73.8656349999999, -73.865267999, -73.865256, -73.8646689999999, -73.862879, -73.8628600009999, -73.8626429999999, 40.9014739990001, 40.9014270000001, 40.9013409990001, 40.9012029990001, 40.9010509990001, 40.9008459980001, 40.900786999, 40.900637999, 40.900615999, 40.9005779990001, 40.900565, 40.900457999, 40.900337999, 40.8988399990001, 40.8977599990001, 40.897588999, 40.8980989990001, 40.898538999, 40.899147999, 40.899526999, 40.9001899990001, 40.898829999, 40.8988159990001, 
40.8986570000001, 40.899372999, 40.8992059990001, 40.898952998, 40.8996310000001, 40.900312, 40.900989999, 40.901669999, 40.9023499990001, 40.902641999, 40.9029829990001, 40.902474999, 40.9020859990001, 40.901961999, 40.9019489990001, 40.9017929990001, 40.901537999, 40.9015249990001, 40.9014739990001)))"
2045600,1,1,1,1,2020_100y,54136,36005045600,36,005,045600,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",35,7.26000023,7.26000023,0.097840724703896,8.9153637145e-5,"list(list(c(-73.823244, -73.823003, -73.822959001, -73.821703, -73.820994001, -73.819719, -73.819558, -73.8194999999999, -73.819419, -73.818928999, -73.818732, -73.818502999, -73.8176139999999, -73.817596, -73.8167319999999, -73.816611, -73.8164829999999, -73.816206, -73.8161039999999, -73.815603, -73.815329, -73.815165, -73.8150479999999, -73.813760999, -73.813659, -73.81364, -73.813617, -73.812645, -73.812429, -73.811266, -73.811101, -73.811065, -73.810953, -73.8108999999999, -73.809942, -73.809923, 
-73.809457, -73.8087199999999, -73.808351, -73.8075729999999, -73.806395, -73.8057259999999, -73.805402, -73.8053429999999, -73.805302, -73.804789, -73.804770001, -73.804604, -73.8044659999999, -73.8041909999999, -73.8030019999999, -73.802945, -73.8018959999999, -73.801616999, -73.799289, -73.798295001, -73.7973479999999, -73.797301999, -73.7971019999999, -73.796306, -73.796282, -73.794863001, -73.7943109999999, -73.794048, -73.792942, -73.7937019999999, -73.794165, -73.794493, -73.799251, -73.802199, 
-73.803395, -73.8052979999999, -73.805551, -73.805759, -73.8060419999999, -73.806319, -73.80661, -73.8069199999999, -73.807243, -73.807578, -73.8079109999999, -73.808166, -73.808281999, -73.8084719999999, -73.8087409999999, -73.8100659999999, -73.811303999, -73.81245, -73.812542, -73.812883999, -73.8131289999999, -73.815256, -73.815413, -73.815589, -73.816616, -73.819359999, -73.8197845509999, -73.819812774, -73.8205070499999, -73.822338104, -73.823629379, -73.823742899, -73.823752, -73.824492, -73.8245679999999, 
-73.824648, -73.82492, -73.826018, -73.827328, -73.827728, -73.828135, -73.82857, -73.8290469999999, -73.829473, -73.8302209989999, -73.831297999, -73.832214, -73.8331219999999, -73.8344519999999, -73.8346739999999, -73.835549, -73.8364589999999, -73.8373369999999, -73.836282, -73.835605, -73.8351739999999, -73.8335949999999, -73.8327160009999, -73.8327, -73.832503, -73.8318560009999, -73.831702999, -73.830972, -73.830818, -73.8300869989999, -73.830022, -73.828716001, -73.8281249999999, -73.827942999, 
-73.8272690009999, -73.827223999, -73.825256, -73.8252409999999, -73.825002, -73.824403, -73.8240249999999, -73.8240089999999, -73.824047, -73.824036001, -73.824017, -73.8239629999999, -73.8237809999999, -73.823607, -73.82356, -73.8235549999999, -73.823573, -73.8235979999999, -73.82368, -73.823688999, -73.8236709999999, -73.823661, -73.82365, -73.823634, -73.823616999, -73.823575999, -73.823527, -73.8233729999999, -73.823303, -73.8231719999999, -73.82312, -73.823113, -73.823132, -73.823205, -73.8232560009999, 
-73.823302, -73.8232819999999, -73.823244, 40.891198999, 40.8910779990001, 40.8910559990001, 40.890729999, 40.890542999, 40.890205999, 40.890162999, 40.8901469990001, 40.8901249990001, 40.8899929990001, 40.889939999, 40.8898779990001, 40.8896789990001, 40.8896749990001, 40.8895029990001, 40.8894789990001, 40.8894299990001, 40.8893160000001, 40.8892760000001, 40.889177999, 40.889065999, 40.8889989990001, 40.888950999, 40.888720999, 40.8887059990001, 40.8886939990001, 40.888695999, 40.8884370000001, 
40.88838, 40.888093999, 40.888043999, 40.8880329990001, 40.887997999, 40.887981999, 40.887689999, 40.887683999, 40.8876039990001, 40.887480999, 40.8873609990001, 40.887101999, 40.8868009990001, 40.8866620000001, 40.8865959990001, 40.886583999, 40.8865789990001, 40.8865049990001, 40.8864999990001, 40.8864559990001, 40.8864199990001, 40.8863479990001, 40.8860339990001, 40.886018999, 40.885706999, 40.8856319990001, 40.885007, 40.884738999, 40.884489999, 40.8844779990001, 40.8844779990001, 40.8842969990001, 
40.884290999, 40.8839139990001, 40.8837809990001, 40.883718, 40.883410999, 40.882896999, 40.8829929990001, 40.883067999, 40.884629999, 40.885209999, 40.8854459990001, 40.885997999, 40.885931999, 40.885886, 40.885836999, 40.8858019990001, 40.885778999, 40.885768999, 40.8857629990001, 40.885772999, 40.885799999, 40.8858319990001, 40.8858509990001, 40.885882999, 40.8859410000001, 40.8861709990001, 40.8864189990001, 40.886645, 40.886656999, 40.886694999, 40.886721999, 40.8866600000001, 40.886654999, 
40.886628998, 40.886385999, 40.885725999, 40.8855838580001, 40.885751724, 40.8868618010001, 40.887304306, 40.8878879550001, 40.8878176800001, 40.8878319990001, 40.8873779990001, 40.887482999, 40.8875659990001, 40.887849999, 40.888028999, 40.888184999, 40.8883289990001, 40.8885789990001, 40.888861999, 40.8890279990001, 40.889083, 40.8891129990001, 40.889191999, 40.8892469990001, 40.8892999980001, 40.8893629990001, 40.889331999, 40.889132999, 40.891515999, 40.893813999, 40.8935309990001, 40.893314999, 
40.8931699990001, 40.892705999, 40.892442999, 40.892438, 40.8923769990001, 40.892216999, 40.8921779990001, 40.8919349990001, 40.891878999, 40.891699999, 40.8916859990001, 40.8912739990001, 40.8910510000001, 40.890927999, 40.8907970000001, 40.8907849990001, 40.8902479990001, 40.8902439990001, 40.8901779990001, 40.8899779990001, 40.8899779990001, 40.8899779990001, 40.8898659980001, 40.889822999, 40.8897499990001, 40.889762999, 40.889808999, 40.889852999, 40.8898569990001, 40.889869999, 40.8898819990001, 
40.8899559990001, 40.890029999, 40.890075999, 40.890137, 40.8901699990001, 40.8903379990001, 40.890390999, 40.890412999, 40.8904259990001, 40.89043, 40.890415999, 40.8904209990001, 40.890544999, 40.8906479990001, 40.890776999, 40.8908709990001, 40.8909179990001, 40.8909609990001, 40.8909889990001, 40.8910819990001, 40.891198999)))"
2045800,0,0,0,0,NA,58024,36005045800,36,005,045800,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.020899881298486,2.5608615726e-5,"list(list(c(-73.841179999, -73.8431459999999, -73.845308001, -73.8460669999999, -73.8486559999999, -73.849278, -73.84882, -73.8483639999999, -73.847903, -73.8474439989999, -73.847049, -73.8452559999999, -73.8446539999999, -73.843765, -73.842859, -73.841941, -73.8415429999999, -73.841179999, 40.886407999, 40.885030999, 40.8834839990001, 40.8829010000001, 40.8839899990001, 40.884241999, 40.884919999, 40.8856099990001, 40.886295999, 40.8869779990001, 40.8876719990001, 40.8879429990001, 40.8880329990001, 
40.8881679990001, 40.8883069990001, 40.8884179990001, 40.8873359990001, 40.886407999)))"
2046000,0,0,0,0,NA,54948,36005046000,36,005,046000,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",365,46.38000107,46.38000107,0.023846867737192,3.0749711855e-5,"list(list(c(-73.838742999, -73.8396519999999, -73.840461999, -73.8412769999999, -73.8420149999999, -73.842738001, -73.842997, -73.843241, -73.844773, -73.84462, -73.844262999, -73.847026, -73.846576, -73.8460669999999, -73.845308001, -73.8431459999999, -73.841179999, -73.8404399999999, -73.83951, -73.838742999, 40.881265999, 40.880926, 40.880622999, 40.8803169990001, 40.879871999, 40.879424999, 40.8792619990001, 40.879108999, 40.8797559990001, 40.8799539990001, 40.880419999, 40.8815929990001, 40.8822109990001, 
40.8829010000001, 40.8834839990001, 40.885030999, 40.886407999, 40.884734, 40.8826299990001, 40.881265999)))"
